corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Teman Bus Koridor 5,2025-09-29,Monday,06:45:40,06:48:01,14,15,Teman Bus Koridor 5 - Stop 14,Teman Bus Koridor 5 - Stop 15,"""-2.980427166498468,104.7029467108305""","""-2.981391929142625,104.7089510312789""",0.675,2.35,17.2,Heavy,48.03
Teman Bus Koridor 5,2025-09-29,Monday,06:48:01,06:50:29,15,16,Teman Bus Koridor 5 - Stop 15,Teman Bus Koridor 5 - Stop 16,"""-2.981391929142625,104.7089510312789""","""-2.980970730702964,104.7157262630086""",0.754,2.46,18.4,Heavy,50.49
Teman Bus Koridor 5,2025-09-29,Monday,06:50:29,06:51:15,16,17,Teman Bus Koridor 5 - Stop 16,Teman Bus Koridor 5 - Stop 17,"""-2.980970730702964,104.7157262630086""","""-2.979173224035844,104.7156485633832""",0.2,0.76,15.8,Heavy,51.25
Teman Bus Koridor 5,2025-09-29,Monday,06:51:15,06:55:05,17,18,Teman Bus Koridor 5 - Stop 17,Teman Bus Koridor 5 - Stop 18,"""-2.979173224035844,104.7156485633832""","""-2.986549229275302,104.7248872922736""",1.313,3.84,20.5,Moderate,55.09
Teman Bus Koridor 5,2025-09-29,Monday,06:55:05,06:59:02,18,19,Teman Bus Koridor 5 - Stop 18,Teman Bus Koridor 5 - Stop 19,"""-2.986549229275302,104.7248872922736""","""-2.974082046003602,104.7273731041725""",1.414,3.95,21.5,Moderate,59.04
Teman Bus Koridor 5,2025-09-29,Monday,06:59:02,07:02:49,19,20,Teman Bus Koridor 5 - Stop 19,Teman Bus Koridor 5 - Stop 20,"""-2.974082046003602,104.7273731041725""","""-2.97112383590089,104.738608711828""",1.29,3.78,20.5,Moderate,62.82
Teman Bus Koridor 5,2025-09-29,Monday,07:02:49,07:05:31,20,21,Teman Bus Koridor 5 - Stop 20,Teman Bus Koridor 5 - Stop 21,"""-2.97112383590089,104.738608711828""","""-2.97662021041771,104.7442574750842""",0.876,2.71,19.4,Heavy,65.53
Teman Bus Koridor 5,2025-09-29,Monday,07:05:31,07:05:40,21,22,Teman Bus Koridor 5 - Stop 21,Teman Bus Koridor 5 - Stop 22,"""-2.97662021041771,104.7442574750842""","""-2.976829746653658,104.7445689038671""",0.042,0.14,18.0,Heavy,65.67
Teman Bus Koridor 5,2025-09-29,Monday,07:00:00,07:02:40,1,2,Teman Bus Koridor 5 - Stop 1,Teman Bus Koridor 5 - Stop 2,"""-2.97683928771229,104.7445948192885""","""-2.973467569401973,104.7383898279462""",0.784,2.68,17.5,Heavy,2.68
Teman Bus Koridor 5,2025-09-29,Monday,07:02:40,07:05:17,2,3,Teman Bus Koridor 5 - Stop 2,Teman Bus Koridor 5 - Stop 3,"""-2.973467569401973,104.7383898279462""","""-2.971398674524706,104.7306048141617""",0.895,2.61,20.6,Moderate,5.29
Teman Bus Koridor 5,2025-09-29,Monday,07:05:17,07:08:43,3,4,Teman Bus Koridor 5 - Stop 3,Teman Bus Koridor 5 - Stop 4,"""-2.971398674524706,104.7306048141617""","""-2.978782588037912,104.7246105878221""",1.057,3.44,18.4,Heavy,8.73
Teman Bus Koridor 5,2025-09-29,Monday,07:08:43,07:12:46,4,5,Teman Bus Koridor 5 - Stop 4,Teman Bus Koridor 5 - Stop 5,"""-2.978782588037912,104.7246105878221""","""-2.987789815066119,104.7196595083835""",1.143,4.05,16.9,Heavy,12.78
Teman Bus Koridor 5,2025-09-29,Monday,07:12:46,07:15:30,5,6,Teman Bus Koridor 5 - Stop 5,Teman Bus Koridor 5 - Stop 6,"""-2.987789815066119,104.7196595083835""","""-2.981007223190316,104.7159714754881""",0.858,2.72,18.9,Heavy,15.5
Teman Bus Koridor 5,2025-09-29,Monday,07:15:30,07:18:56,6,7,Teman Bus Koridor 5 - Stop 6,Teman Bus Koridor 5 - Stop 7,"""-2.981007223190316,104.7159714754881""","""-2.981667980198302,104.7065162029826""",1.053,3.44,18.4,Heavy,18.94
Teman Bus Koridor 5,2025-09-29,Monday,07:18:56,07:24:09,7,8,Teman Bus Koridor 5 - Stop 7,Teman Bus Koridor 5 - Stop 8,"""-2.981667980198302,104.7065162029826""","""-2.976347279214906,104.6969008969096""",1.221,5.21,14.1,Heavy,24.15
Teman Bus Koridor 5,2025-09-29,Monday,07:24:09,07:30:07,8,9,Teman Bus Koridor 5 - Stop 8,Teman Bus Koridor 5 - Stop 9,"""-2.976347279214906,104.6969008969096""","""-2.97016892750864,104.6852809083634""",1.462,5.97,14.7,Heavy,30.12
Teman Bus Koridor 5,2025-09-29,Monday,07:30:07,07:33:25,9,10,Teman Bus Koridor 5 - Stop 9,Teman Bus Koridor 5 - Stop 10,"""-2.97016892750864,104.6852809083634""","""-2.961374873166474,104.6800516395851""",1.137,3.3,20.7,Moderate,33.42
Teman Bus Koridor 5,2025-09-29,Monday,07:33:25,07:34:38,10,11,Teman Bus Koridor 5 - Stop 10,Teman Bus Koridor 5 - Stop 11,"""-2.961374873166474,104.6800516395851""","""-2.963763637812657,104.6831556851926""",0.435,1.22,21.4,Moderate,34.64
Teman Bus Koridor 5,2025-09-29,Monday,07:34:38,07:37:19,11,12,Teman Bus Koridor 5 - Stop 11,Teman Bus Koridor 5 - Stop 12,"""-2.963763637812657,104.6831556851926""","""-2.96949423067452,104.6850056620059""",0.67,2.69,14.9,Heavy,37.33
Teman Bus Koridor 5,2025-09-29,Monday,07:37:19,07:40:57,12,13,Teman Bus Koridor 5 - Stop 12,Teman Bus Koridor 5 - Stop 13,"""-2.96949423067452,104.6850056620059""","""-2.974683138493168,104.6938547697444""",1.14,3.62,18.9,Heavy,40.95
Teman Bus Koridor 5,2025-09-29,Monday,07:40:57,07:45:07,13,14,Teman Bus Koridor 5 - Stop 13,Teman Bus Koridor 5 - Stop 14,"""-2.974683138493168,104.6938547697444""","""-2.980427166498468,104.7029467108305""",1.195,4.18,17.2,Heavy,45.13
Teman Bus Koridor 5,2025-09-29,Monday,07:45:07,07:47:42,14,15,Teman Bus Koridor 5 - Stop 14,Teman Bus Koridor 5 - Stop 15,"""-2.980427166498468,104.7029467108305""","""-2.981391929142625,104.7089510312789""",0.675,2.58,15.7,Heavy,47.71
Teman Bus Koridor 5,2025-09-29,Monday,07:47:42,07:50:34,15,16,Teman Bus Koridor 5 - Stop 15,Teman Bus Koridor 5 - Stop 16,"""-2.981391929142625,104.7089510312789""","""-2.980970730702964,104.7157262630086""",0.754,2.86,15.8,Heavy,50.57
Teman Bus Koridor 5,2025-09-29,Monday,07:50:34,07:51:15,16,17,Teman Bus Koridor 5 - Stop 16,Teman Bus Koridor 5 - Stop 17,"""-2.980970730702964,104.7157262630086""","""-2.979173224035844,104.7156485633832""",0.2,0.69,17.4,Heavy,51.26
Teman Bus Koridor 5,2025-09-29,Monday,07:51:15,07:55:20,17,18,Teman Bus Koridor 5 - Stop 17,Teman Bus Koridor 5 - Stop 18,"""-2.979173224035844,104.7156485633832""","""-2.986549229275302,104.7248872922736""",1.313,4.08,19.3,Heavy,55.34
Teman Bus Koridor 5,2025-09-29,Monday,07:55:20,08:00:19,18,19,Teman Bus Koridor 5 - Stop 18,Teman Bus Koridor 5 - Stop 19,"""-2.986549229275302,104.7248872922736""","""-2.974082046003602,104.7273731041725""",1.414,4.99,17.0,Heavy,60.33
Teman Bus Koridor 5,2025-09-29,Monday,08:00:19,08:03:51,19,20,Teman Bus Koridor 5 - Stop 19,Teman Bus Koridor 5 - Stop 20,"""-2.974082046003602,104.7273731041725""","""-2.97112383590089,104.738608711828""",1.29,3.53,21.9,Moderate,63.86
Teman Bus Koridor 5,2025-09-29,Monday,08:03:51,08:06:16,20,21,Teman Bus Koridor 5 - Stop 20,Teman Bus Koridor 5 - Stop 21,"""-2.97112383590089,104.738608711828""","""-2.97662021041771,104.7442574750842""",0.876,2.42,21.7,Moderate,66.28
Teman Bus Koridor 5,2025-09-29,Monday,08:06:16,08:06:24,21,22,Teman Bus Koridor 5 - Stop 21,Teman Bus Koridor 5 - Stop 22,"""-2.97662021041771,104.7442574750842""","""-2.976829746653658,104.7445689038671""",0.042,0.13,19.7,Heavy,66.41
Teman Bus Koridor 5,2025-09-29,Monday,08:00:00,08:02:16,1,2,Teman Bus Koridor 5 - Stop 1,Teman Bus Koridor 5 - Stop 2,"""-2.97683928771229,104.7445948192885""","""-2.973467569401973,104.7383898279462""",0.784,2.27,20.7,Moderate,2.27
Teman Bus Koridor 5,2025-09-29,Monday,08:02:16,08:04:42,2,3,Teman Bus Koridor 5 - Stop 2,Teman Bus Koridor 5 - Stop 3,"""-2.973467569401973,104.7383898279462""","""-2.971398674524706,104.7306048141617""",0.895,2.44,22.0,Moderate,4.71
Teman Bus Koridor 5,2025-09-29,Monday,08:04:42,08:07:31,3,4,Teman Bus Koridor 5 - Stop 3,Teman Bus Koridor 5 - Stop 4,"""-2.971398674524706,104.7306048141617""","""-2.978782588037912,104.7246105878221""",1.057,2.82,22.5,Moderate,7.53
Teman Bus Koridor 5,2025-09-29,Monday,08:07:31,08:10:23,4,5,Teman Bus Koridor 5 - Stop 4,Teman Bus Koridor 5 - Stop 5,"""-2.978782588037912,104.7246105878221""","""-2.987789815066119,104.7196595083835""",1.143,2.86,24.0,Moderate,10.39
Teman Bus Koridor 5,2025-09-29,Monday,08:10:23,08:12:46,5,6,Teman Bus Koridor 5 - Stop 5,Teman Bus Koridor 5 - Stop 6,"""-2.987789815066119,104.7196595083835""","""-2.981007223190316,104.7159714754881""",0.858,2.38,21.7,Moderate,12.77
Teman Bus Koridor 5,2025-09-29,Monday,08:12:46,08:15:27,6,7,Teman Bus Koridor 5 - Stop 6,Teman Bus Koridor 5 - Stop 7,"""-2.981007223190316,104.7159714754881""","""-2.981667980198302,104.7065162029826""",1.053,2.69,23.5,Moderate,15.46
Teman Bus Koridor 5,2025-09-29,Monday,08:15:27,08:18:26,7,8,Teman Bus Koridor 5 - Stop 7,Teman Bus Koridor 5 - Stop 8,"""-2.981667980198302,104.7065162029826""","""-2.976347279214906,104.6969008969096""",1.221,2.98,24.6,Moderate,18.44
Teman Bus Koridor 5,2025-09-29,Monday,08:18:26,08:22:17,8,9,Teman Bus Koridor 5 - Stop 8,Teman Bus Koridor 5 - Stop 9,"""-2.976347279214906,104.6969008969096""","""-2.97016892750864,104.6852809083634""",1.462,3.85,22.8,Moderate,22.29
Teman Bus Koridor 5,2025-09-29,Monday,08:22:17,08:25:19,9,10,Teman Bus Koridor 5 - Stop 9,Teman Bus Koridor 5 - Stop 10,"""-2.97016892750864,104.6852809083634""","""-2.961374873166474,104.6800516395851""",1.137,3.04,22.4,Moderate,25.33
Teman Bus Koridor 5,2025-09-29,Monday,08:25:19,08:26:33,10,11,Teman Bus Koridor 5 - Stop 10,Teman Bus Koridor 5 - Stop 11,"""-2.961374873166474,104.6800516395851""","""-2.963763637812657,104.6831556851926""",0.435,1.22,21.4,Moderate,26.55
Teman Bus Koridor 5,2025-09-29,Monday,08:26:33,08:28:19,11,12,Teman Bus Koridor 5 - Stop 11,Teman Bus Koridor 5 - Stop 12,"""-2.963763637812657,104.6831556851926""","""-2.96949423067452,104.6850056620059""",0.67,1.77,22.7,Moderate,28.32
Teman Bus Koridor 5,2025-09-29,Monday,08:28:19,08:31:45,12,13,Teman Bus Koridor 5 - Stop 12,Teman Bus Koridor 5 - Stop 13,"""-2.96949423067452,104.6850056620059""","""-2.974683138493168,104.6938547697444""",1.14,3.44,19.8,Heavy,31.76
Teman Bus Koridor 5,2025-09-29,Monday,08:31:45,08:34:55,13,14,Teman Bus Koridor 5 - Stop 13,Teman Bus Koridor 5 - Stop 14,"""-2.974683138493168,104.6938547697444""","""-2.980427166498468,104.7029467108305""",1.195,3.16,22.7,Moderate,34.92
Teman Bus Koridor 5,2025-09-29,Monday,08:34:55,08:36:42,14,15,Teman Bus Koridor 5 - Stop 14,Teman Bus Koridor 5 - Stop 15,"""-2.980427166498468,104.7029467108305""","""-2.981391929142625,104.7089510312789""",0.675,1.79,22.7,Moderate,36.71
Teman Bus Koridor 5,2025-09-29,Monday,08:36:42,08:38:52,15,16,Teman Bus Koridor 5 - Stop 15,Teman Bus Koridor 5 - Stop 16,"""-2.981391929142625,104.7089510312789""","""-2.980970730702964,104.7157262630086""",0.754,2.16,21.0,Moderate,38.87
Teman Bus Koridor 5,2025-09-29,Monday,08:38:52,08:39:23,16,17,Teman Bus Koridor 5 - Stop 16,Teman Bus Koridor 5 - Stop 17,"""-2.980970730702964,104.7157262630086""","""-2.979173224035844,104.7156485633832""",0.2,0.52,23.2,Moderate,39.39
Teman Bus Koridor 5,2025-09-29,Monday,08:39:23,08:42:39,17,18,Teman Bus Koridor 5 - Stop 17,Teman Bus Koridor 5 - Stop 18,"""-2.979173224035844,104.7156485633832""","""-2.986549229275302,104.7248872922736""",1.313,3.26,24.1,Moderate,42.65
Teman Bus Koridor 5,2025-09-29,Monday,08:42:39,08:46:39,18,19,Teman Bus Koridor 5 - Stop 18,Teman Bus Koridor 5 - Stop 19,"""-2.986549229275302,104.7248872922736""","""-2.974082046003602,104.7273731041725""",1.414,4.01,21.1,Moderate,46.66
Teman Bus Koridor 5,2025-09-29,Monday,08:46:39,08:50:25,19,20,Teman Bus Koridor 5 - Stop 19,Teman Bus Koridor 5 - Stop 20,"""-2.974082046003602,104.7273731041725""","""-2.97112383590089,104.738608711828""",1.29,3.77,20.5,Moderate,50.43
Teman Bus Koridor 5,2025-09-29,Monday,08:50:25,08:52:48,20,21,Teman Bus Koridor 5 - Stop 20,Teman Bus Koridor 5 - Stop 21,"""-2.97112383590089,104.738608711828""","""-2.97662021041771,104.7442574750842""",0.876,2.38,22.0,Moderate,52.81
Teman Bus Koridor 5,2025-09-29,Monday,08:52:48,08:52:55,21,22,Teman Bus Koridor 5 - Stop 21,Teman Bus Koridor 5 - Stop 22,"""-2.97662021041771,104.7442574750842""","""-2.976829746653658,104.7445689038671""",0.042,0.11,23.0,Moderate,52.92
Teman Bus Koridor 5,2025-09-29,Monday,09:00:00,09:01:46,1,2,Teman Bus Koridor 5 - Stop 1,Teman Bus Koridor 5 - Stop 2,"""-2.97683928771229,104.7445948192885""","""-2.973467569401973,104.7383898279462""",0.784,1.77,26.6,Moderate,1.77
Teman Bus Koridor 5,2025-09-29,Monday,09:01:46,09:03:41,2,3,Teman Bus Koridor 5 - Stop 2,Teman Bus Koridor 5 - Stop 3,"""-2.973467569401973,104.7383898279462""","""-2.971398674524706,104.7306048141617""",0.895,1.92,27.9,Light,3.69
Teman Bus Koridor 5,2025-09-29,Monday,09:03:41,09:06:10,3,4,Teman Bus Koridor 5 - Stop 3,Teman Bus Koridor 5 - Stop 4,"""-2.971398674524706,104.7306048141617""","""-2.978782588037912,104.7246105878221""",1.057,2.49,25.4,Moderate,6.18
Teman Bus Koridor 5,2025-09-29,Monday,09:06:10,09:08:57,4,5,Teman Bus Koridor 5 - Stop 4,Teman Bus Koridor 5 - Stop 5,"""-2.978782588037912,104.7246105878221""","""-2.987789815066119,104.7196595083835""",1.143,2.77,24.8,Moderate,8.95
Teman Bus Koridor 5,2025-09-29,Monday,09:08:57,09:11:02,5,6,Teman Bus Koridor 5 - Stop 5,Teman Bus Koridor 5 - Stop 6,"""-2.987789815066119,104.7196595083835""","""-2.981007223190316,104.7159714754881""",0.858,2.09,24.7,Moderate,11.04
Teman Bus Koridor 5,2025-09-29,Monday,09:11:02,09:13:13,6,7,Teman Bus Koridor 5 - Stop 6,Teman Bus Koridor 5 - Stop 7,"""-2.981007223190316,104.7159714754881""","""-2.981667980198302,104.7065162029826""",1.053,2.18,28.9,Light,13.22
Teman Bus Koridor 5,2025-09-29,Monday,09:13:13,09:16:07,7,8,Teman Bus Koridor 5 - Stop 7,Teman Bus Koridor 5 - Stop 8,"""-2.981667980198302,104.7065162029826""","""-2.976347279214906,104.6969008969096""",1.221,2.91,25.2,Moderate,16.13
Teman Bus Koridor 5,2025-09-29,Monday,09:16:07,09:19:46,8,9,Teman Bus Koridor 5 - Stop 8,Teman Bus Koridor 5 - Stop 9,"""-2.976347279214906,104.6969008969096""","""-2.97016892750864,104.6852809083634""",1.462,3.65,24.1,Moderate,19.78
Teman Bus Koridor 5,2025-09-29,Monday,09:19:46,09:22:54,9,10,Teman Bus Koridor 5 - Stop 9,Teman Bus Koridor 5 - Stop 10,"""-2.97016892750864,104.6852809083634""","""-2.961374873166474,104.6800516395851""",1.137,3.13,21.8,Moderate,22.91
Teman Bus Koridor 5,2025-09-29,Monday,09:22:54,09:23:53,10,11,Teman Bus Koridor 5 - Stop 10,Teman Bus Koridor 5 - Stop 11,"""-2.961374873166474,104.6800516395851""","""-2.963763637812657,104.6831556851926""",0.435,0.98,26.7,Moderate,23.89
Teman Bus Koridor 5,2025-09-29,Monday,09:23:53,09:25:18,11,12,Teman Bus Koridor 5 - Stop 11,Teman Bus Koridor 5 - Stop 12,"""-2.963763637812657,104.6831556851926""","""-2.96949423067452,104.6850056620059""",0.67,1.41,28.4,Light,25.3
Teman Bus Koridor 5,2025-09-29,Monday,09:25:18,09:27:57,12,13,Teman Bus Koridor 5 - Stop 12,Teman Bus Koridor 5 - Stop 13,"""-2.96949423067452,104.6850056620059""","""-2.974683138493168,104.6938547697444""",1.14,2.65,25.8,Moderate,27.95
Teman Bus Koridor 5,2025-09-29,Monday,09:27:57,09:30:32,13,14,Teman Bus Koridor 5 - Stop 13,Teman Bus Koridor 5 - Stop 14,"""-2.974683138493168,104.6938547697444""","""-2.980427166498468,104.7029467108305""",1.195,2.59,27.6,Light,30.54
Teman Bus Koridor 5,2025-09-29,Monday,09:30:32,09:32:24,14,15,Teman Bus Koridor 5 - Stop 14,Teman Bus Koridor 5 - Stop 15,"""-2.980427166498468,104.7029467108305""","""-2.981391929142625,104.7089510312789""",0.675,1.86,21.8,Moderate,32.4
Teman Bus Koridor 5,2025-09-29,Monday,09:32:24,09:34:21,15,16,Teman Bus Koridor 5 - Stop 15,Teman Bus Koridor 5 - Stop 16,"""-2.981391929142625,104.7089510312789""","""-2.980970730702964,104.7157262630086""",0.754,1.95,23.2,Moderate,34.35
Teman Bus Koridor 5,2025-09-29,Monday,09:34:21,09:34:52,16,17,Teman Bus Koridor 5 - Stop 16,Teman Bus Koridor 5 - Stop 17,"""-2.980970730702964,104.7157262630086""","""-2.979173224035844,104.7156485633832""",0.2,0.52,23.3,Moderate,34.87
Teman Bus Koridor 5,2025-09-29,Monday,09:34:52,09:38:06,17,18,Teman Bus Koridor 5 - Stop 17,Teman Bus Koridor 5 - Stop 18,"""-2.979173224035844,104.7156485633832""","""-2.986549229275302,104.7248872922736""",1.313,3.23,24.4,Moderate,38.1
Teman Bus Koridor 5,2025-09-29,Monday,09:38:06,09:41:49,18,19,Teman Bus Koridor 5 - Stop 18,Teman Bus Koridor 5 - Stop 19,"""-2.986549229275302,104.7248872922736""","""-2.974082046003602,104.7273731041725""",1.414,3.73,22.7,Moderate,41.83
Teman Bus Koridor 5,2025-09-29,Monday,09:41:49,09:45:13,19,20,Teman Bus Koridor 5 - Stop 19,Teman Bus Koridor 5 - Stop 20,"""-2.974082046003602,104.7273731041725""","""-2.97112383590089,104.738608711828""",1.29,3.4,22.8,Moderate,45.23
Teman Bus Koridor 5,2025-09-29,Monday,09:45:13,09:47:03,20,21,Teman Bus Koridor 5 - Stop 20,Teman Bus Koridor 5 - Stop 21,"""-2.97112383590089,104.738608711828""","""-2.97662021041771,104.7442574750842""",0.876,1.83,28.7,Light,47.06
Teman Bus Koridor 5,2025-09-29,Monday,09:47:03,09:47:09,21,22,Teman Bus Koridor 5 - Stop 21,Teman Bus Koridor 5 - Stop 22,"""-2.97662021041771,104.7442574750842""","""-2.976829746653658,104.7445689038671""",0.042,0.1,25.2,Moderate,47.16
Teman Bus Koridor 5,2025-09-29,Monday,10:00:00,10:01:56,1,2,Teman Bus Koridor 5 - Stop 1,Teman Bus Koridor 5 - Stop 2,"""-2.97683928771229,104.7445948192885""","""-2.973467569401973,104.7383898279462""",0.784,1.94,24.2,Moderate,1.94
Teman Bus Koridor 5,2025-09-29,Monday,10:01:56,10:03:55,2,3,Teman Bus Koridor 5 - Stop 2,Teman Bus Koridor 5 - Stop 3,"""-2.973467569401973,104.7383898279462""","""-2.971398674524706,104.7306048141617""",0.895,1.98,27.2,Light,3.92
Teman Bus Koridor 5,2025-09-29,Monday,10:03:55,10:06:07,3,4,Teman Bus Koridor 5 - Stop 3,Teman Bus Koridor 5 - Stop 4,"""-2.971398674524706,104.7306048141617""","""-2.978782588037912,104.7246105878221""",1.057,2.21,28.7,Light,6.13
Teman Bus Koridor 5,2025-09-29,Monday,10:06:07,10:08:55,4,5,Teman Bus Koridor 5 - Stop 4,Teman Bus Koridor 5 - Stop 5,"""-2.978782588037912,104.7246105878221""","""-2.987789815066119,104.7196595083835""",1.143,2.79,24.6,Moderate,8.92
Teman Bus Koridor 5,2025-09-29,Monday,10:08:55,10:10:48,5,6,Teman Bus Koridor 5 - Stop 5,Teman Bus Koridor 5 - Stop 6,"""-2.987789815066119,104.7196595083835""","""-2.981007223190316,104.7159714754881""",0.858,1.89,27.2,Light,10.81
Teman Bus Koridor 5,2025-09-29,Monday,10:10:48,10:13:18,6,7,Teman Bus Koridor 5 - Stop 6,Teman Bus Koridor 5 - Stop 7,"""-2.981007223190316,104.7159714754881""","""-2.981667980198302,104.7065162029826""",1.053,2.5,25.3,Moderate,13.31
Teman Bus Koridor 5,2025-09-29,Monday,10:13:18,10:16:11,7,8,Teman Bus Koridor 5 - Stop 7,Teman Bus Koridor 5 - Stop 8,"""-2.981667980198302,104.7065162029826""","""-2.976347279214906,104.6969008969096""",1.221,2.88,25.4,Moderate,16.19
Teman Bus Koridor 5,2025-09-29,Monday,10:16:11,10:19:55,8,9,Teman Bus Koridor 5 - Stop 8,Teman Bus Koridor 5 - Stop 9,"""-2.976347279214906,104.6969008969096""","""-2.97016892750864,104.6852809083634""",1.462,3.73,23.5,Moderate,19.92
Teman Bus Koridor 5,2025-09-29,Monday,10:19:55,10:22:34,9,10,Teman Bus Koridor 5 - Stop 9,Teman Bus Koridor 5 - Stop 10,"""-2.97016892750864,104.6852809083634""","""-2.961374873166474,104.6800516395851""",1.137,2.66,25.6,Moderate,22.58
Teman Bus Koridor 5,2025-09-29,Monday,10:22:34,10:23:39,10,11,Teman Bus Koridor 5 - Stop 10,Teman Bus Koridor 5 - Stop 11,"""-2.961374873166474,104.6800516395851""","""-2.963763637812657,104.6831556851926""",0.435,1.07,24.4,Moderate,23.65
Teman Bus Koridor 5,2025-09-29,Monday,10:23:39,10:25:10,11,12,Teman Bus Koridor 5 - Stop 11,Teman Bus Koridor 5 - Stop 12,"""-2.963763637812657,104.6831556851926""","""-2.96949423067452,104.6850056620059""",0.67,1.53,26.2,Moderate,25.18
Teman Bus Koridor 5,2025-09-29,Monday,10:25:10,10:28:05,12,13,Teman Bus Koridor 5 - Stop 12,Teman Bus Koridor 5 - Stop 13,"""-2.96949423067452,104.6850056620059""","""-2.974683138493168,104.6938547697444""",1.14,2.91,23.5,Moderate,28.09
Teman Bus Koridor 5,2025-09-29,Monday,10:28:05,10:31:07,13,14,Teman Bus Koridor 5 - Stop 13,Teman Bus Koridor 5 - Stop 14,"""-2.974683138493168,104.6938547697444""","""-2.980427166498468,104.7029467108305""",1.195,3.03,23.7,Moderate,31.12
Teman Bus Koridor 5,2025-09-29,Monday,10:31:07,10:32:39,14,15,Teman Bus Koridor 5 - Stop 14,Teman Bus Koridor 5 - Stop 15,"""-2.980427166498468,104.7029467108305""","""-2.981391929142625,104.7089510312789""",0.675,1.54,26.3,Moderate,32.66
