corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Angkot Feeder Koridor 7,2025-09-29,Monday,07:12:44,07:14:54,8,9,Angkot Feeder Koridor 7 - Stop 8,Angkot Feeder Koridor 7 - Stop 9,"""-2.98486225577969,104.7372188437626""","""-2.989745831216523,104.7353547879512""",0.581,2.17,16.0,Heavy,14.91
Angkot Feeder Koridor 7,2025-09-29,Monday,07:14:54,07:17:05,9,10,Angkot Feeder Koridor 7 - Stop 9,Angkot Feeder Koridor 7 - Stop 10,"""-2.989745831216523,104.7353547879512""","""-2.990781603033503,104.7284989407261""",0.77,2.18,21.2,Moderate,17.09
Angkot Feeder Koridor 7,2025-09-29,Monday,07:17:05,07:18:46,10,11,Angkot Feeder Koridor 7 - Stop 10,Angkot Feeder Koridor 7 - Stop 11,"""-2.990781603033503,104.7284989407261""","""-2.994232897526178,104.7261864387696""",0.462,1.69,16.4,Heavy,18.78
Angkot Feeder Koridor 7,2025-09-29,Monday,07:18:46,07:22:07,11,12,Angkot Feeder Koridor 7 - Stop 11,Angkot Feeder Koridor 7 - Stop 12,"""-2.994232897526178,104.7261864387696""","""-2.987598004581296,104.7299393748662""",0.847,3.34,15.2,Heavy,22.12
Angkot Feeder Koridor 7,2025-09-29,Monday,07:22:07,07:24:12,12,13,Angkot Feeder Koridor 7 - Stop 12,Angkot Feeder Koridor 7 - Stop 13,"""-2.987598004581296,104.7299393748662""","""-2.989661873143942,104.7354208919019""",0.651,2.08,18.7,Heavy,24.2
Angkot Feeder Koridor 7,2025-09-29,Monday,07:24:12,07:26:33,13,14,Angkot Feeder Koridor 7 - Stop 13,Angkot Feeder Koridor 7 - Stop 14,"""-2.989661873143942,104.7354208919019""","""-2.985380087792897,104.7383117911321""",0.574,2.35,14.6,Heavy,26.55
Angkot Feeder Koridor 7,2025-09-29,Monday,07:26:33,07:27:49,14,15,Angkot Feeder Koridor 7 - Stop 14,Angkot Feeder Koridor 7 - Stop 15,"""-2.985380087792897,104.7383117911321""","""-2.981314290449635,104.7378436235695""",0.455,1.27,21.6,Moderate,27.82
Angkot Feeder Koridor 7,2025-09-29,Monday,07:27:49,07:30:05,15,16,Angkot Feeder Koridor 7 - Stop 15,Angkot Feeder Koridor 7 - Stop 16,"""-2.981314290449635,104.7378436235695""","""-2.976352620799278,104.7376437733976""",0.552,2.27,14.6,Heavy,30.09
Angkot Feeder Koridor 7,2025-09-29,Monday,07:30:05,07:31:31,16,17,Angkot Feeder Koridor 7 - Stop 16,Angkot Feeder Koridor 7 - Stop 17,"""-2.976352620799278,104.7376437733976""","""-2.973015664176744,104.7398576920943""",0.445,1.43,18.7,Heavy,31.52
Angkot Feeder Koridor 7,2025-09-29,Monday,07:31:31,07:33:08,17,18,Angkot Feeder Koridor 7 - Stop 17,Angkot Feeder Koridor 7 - Stop 18,"""-2.973015664176744,104.7398576920943""","""-2.975859783213199,104.7431387039356""",0.482,1.62,17.9,Heavy,33.14
Angkot Feeder Koridor 7,2025-09-29,Monday,07:33:08,07:34:38,18,19,Angkot Feeder Koridor 7 - Stop 18,Angkot Feeder Koridor 7 - Stop 19,"""-2.975859783213199,104.7431387039356""","""-2.977639276623087,104.7462192960321""",0.395,1.5,15.8,Heavy,34.64
Angkot Feeder Koridor 7,2025-09-29,Monday,07:34:38,07:36:20,19,20,Angkot Feeder Koridor 7 - Stop 19,Angkot Feeder Koridor 7 - Stop 20,"""-2.977639276623087,104.7462192960321""","""-2.973839343039945,104.7431352896542""",0.544,1.7,19.2,Heavy,36.34
Angkot Feeder Koridor 7,2025-09-29,Monday,07:36:20,07:38:30,20,21,Angkot Feeder Koridor 7 - Stop 20,Angkot Feeder Koridor 7 - Stop 21,"""-2.973839343039945,104.7431352896542""","""-2.970312024063757,104.7461188938377""",0.513,2.16,14.3,Heavy,38.5
Angkot Feeder Koridor 7,2025-09-29,Monday,07:38:30,07:38:31,21,22,Angkot Feeder Koridor 7 - Stop 21,Angkot Feeder Koridor 7 - Stop 22,"""-2.970312024063757,104.7461188938377""","""-2.970270572212579,104.7461571846469""",0.006,0.02,20.2,Moderate,38.52
Angkot Feeder Koridor 7,2025-09-29,Monday,08:00:00,08:01:20,1,2,Angkot Feeder Koridor 7 - Stop 1,Angkot Feeder Koridor 7 - Stop 2,"""-2.970246850143196,104.7461546977343""","""-2.965716090069392,104.746473246884""",0.505,1.34,22.7,Moderate,1.34
Angkot Feeder Koridor 7,2025-09-29,Monday,08:01:20,08:02:50,2,3,Angkot Feeder Koridor 7 - Stop 2,Angkot Feeder Koridor 7 - Stop 3,"""-2.965716090069392,104.746473246884""","""-2.97037430603274,104.7460325411604""",0.52,1.5,20.7,Moderate,2.84
Angkot Feeder Koridor 7,2025-09-29,Monday,08:02:50,08:04:07,3,4,Angkot Feeder Koridor 7 - Stop 3,Angkot Feeder Koridor 7 - Stop 4,"""-2.97037430603274,104.7460325411604""","""-2.973538805408869,104.7433515429365""",0.461,1.28,21.7,Moderate,4.12
Angkot Feeder Koridor 7,2025-09-29,Monday,08:04:07,08:05:19,4,5,Angkot Feeder Koridor 7 - Stop 4,Angkot Feeder Koridor 7 - Stop 5,"""-2.973538805408869,104.7433515429365""","""-2.977088911778464,104.7451470678914""",0.442,1.2,22.1,Moderate,5.32
Angkot Feeder Koridor 7,2025-09-29,Monday,08:05:19,08:06:09,5,6,Angkot Feeder Koridor 7 - Stop 5,Angkot Feeder Koridor 7 - Stop 6,"""-2.977088911778464,104.7451470678914""","""-2.979829157318357,104.7456709788022""",0.31,0.84,22.1,Moderate,6.16
Angkot Feeder Koridor 7,2025-09-29,Monday,08:06:09,08:08:37,6,7,Angkot Feeder Koridor 7 - Stop 6,Angkot Feeder Koridor 7 - Stop 7,"""-2.979829157318357,104.7456709788022""","""-2.976881719482787,104.7376026325868""",0.954,2.47,23.2,Moderate,8.63
Angkot Feeder Koridor 7,2025-09-29,Monday,08:08:37,08:10:46,7,8,Angkot Feeder Koridor 7 - Stop 7,Angkot Feeder Koridor 7 - Stop 8,"""-2.976881719482787,104.7376026325868""","""-2.98486225577969,104.7372188437626""",0.888,2.14,24.9,Moderate,10.77
Angkot Feeder Koridor 7,2025-09-29,Monday,08:10:46,08:12:16,8,9,Angkot Feeder Koridor 7 - Stop 8,Angkot Feeder Koridor 7 - Stop 9,"""-2.98486225577969,104.7372188437626""","""-2.989745831216523,104.7353547879512""",0.581,1.5,23.3,Moderate,12.27
Angkot Feeder Koridor 7,2025-09-29,Monday,08:12:16,08:14:20,9,10,Angkot Feeder Koridor 7 - Stop 9,Angkot Feeder Koridor 7 - Stop 10,"""-2.989745831216523,104.7353547879512""","""-2.990781603033503,104.7284989407261""",0.77,2.07,22.4,Moderate,14.34
Angkot Feeder Koridor 7,2025-09-29,Monday,08:14:20,08:15:26,10,11,Angkot Feeder Koridor 7 - Stop 10,Angkot Feeder Koridor 7 - Stop 11,"""-2.990781603033503,104.7284989407261""","""-2.994232897526178,104.7261864387696""",0.462,1.1,25.2,Moderate,15.44
Angkot Feeder Koridor 7,2025-09-29,Monday,08:15:26,08:17:30,11,12,Angkot Feeder Koridor 7 - Stop 11,Angkot Feeder Koridor 7 - Stop 12,"""-2.994232897526178,104.7261864387696""","""-2.987598004581296,104.7299393748662""",0.847,2.06,24.7,Moderate,17.5
Angkot Feeder Koridor 7,2025-09-29,Monday,08:17:30,08:19:18,12,13,Angkot Feeder Koridor 7 - Stop 12,Angkot Feeder Koridor 7 - Stop 13,"""-2.987598004581296,104.7299393748662""","""-2.989661873143942,104.7354208919019""",0.651,1.8,21.7,Moderate,19.3
Angkot Feeder Koridor 7,2025-09-29,Monday,08:19:18,08:21:00,13,14,Angkot Feeder Koridor 7 - Stop 13,Angkot Feeder Koridor 7 - Stop 14,"""-2.989661873143942,104.7354208919019""","""-2.985380087792897,104.7383117911321""",0.574,1.7,20.2,Moderate,21.0
Angkot Feeder Koridor 7,2025-09-29,Monday,08:21:00,08:22:14,14,15,Angkot Feeder Koridor 7 - Stop 14,Angkot Feeder Koridor 7 - Stop 15,"""-2.985380087792897,104.7383117911321""","""-2.981314290449635,104.7378436235695""",0.455,1.24,22.1,Moderate,22.24
Angkot Feeder Koridor 7,2025-09-29,Monday,08:22:14,08:23:43,15,16,Angkot Feeder Koridor 7 - Stop 15,Angkot Feeder Koridor 7 - Stop 16,"""-2.981314290449635,104.7378436235695""","""-2.976352620799278,104.7376437733976""",0.552,1.48,22.4,Moderate,23.72
Angkot Feeder Koridor 7,2025-09-29,Monday,08:23:43,08:24:54,16,17,Angkot Feeder Koridor 7 - Stop 16,Angkot Feeder Koridor 7 - Stop 17,"""-2.976352620799278,104.7376437733976""","""-2.973015664176744,104.7398576920943""",0.445,1.18,22.6,Moderate,24.9
Angkot Feeder Koridor 7,2025-09-29,Monday,08:24:54,08:26:13,17,18,Angkot Feeder Koridor 7 - Stop 17,Angkot Feeder Koridor 7 - Stop 18,"""-2.973015664176744,104.7398576920943""","""-2.975859783213199,104.7431387039356""",0.482,1.33,21.7,Moderate,26.23
Angkot Feeder Koridor 7,2025-09-29,Monday,08:26:13,08:27:17,18,19,Angkot Feeder Koridor 7 - Stop 18,Angkot Feeder Koridor 7 - Stop 19,"""-2.975859783213199,104.7431387039356""","""-2.977639276623087,104.7462192960321""",0.395,1.06,22.3,Moderate,27.29
Angkot Feeder Koridor 7,2025-09-29,Monday,08:27:17,08:28:34,19,20,Angkot Feeder Koridor 7 - Stop 19,Angkot Feeder Koridor 7 - Stop 20,"""-2.977639276623087,104.7462192960321""","""-2.973839343039945,104.7431352896542""",0.544,1.29,25.4,Moderate,28.58
Angkot Feeder Koridor 7,2025-09-29,Monday,08:28:34,08:29:49,20,21,Angkot Feeder Koridor 7 - Stop 20,Angkot Feeder Koridor 7 - Stop 21,"""-2.973839343039945,104.7431352896542""","""-2.970312024063757,104.7461188938377""",0.513,1.24,24.8,Moderate,29.82
Angkot Feeder Koridor 7,2025-09-29,Monday,08:29:49,08:29:50,21,22,Angkot Feeder Koridor 7 - Stop 21,Angkot Feeder Koridor 7 - Stop 22,"""-2.970312024063757,104.7461188938377""","""-2.970270572212579,104.7461571846469""",0.006,0.02,20.3,Moderate,29.84
Angkot Feeder Koridor 7,2025-09-29,Monday,09:00:00,09:01:12,1,2,Angkot Feeder Koridor 7 - Stop 1,Angkot Feeder Koridor 7 - Stop 2,"""-2.970246850143196,104.7461546977343""","""-2.965716090069392,104.746473246884""",0.505,1.21,25.0,Moderate,1.21
Angkot Feeder Koridor 7,2025-09-29,Monday,09:01:12,09:02:30,2,3,Angkot Feeder Koridor 7 - Stop 2,Angkot Feeder Koridor 7 - Stop 3,"""-2.965716090069392,104.746473246884""","""-2.97037430603274,104.7460325411604""",0.52,1.29,24.2,Moderate,2.5
Angkot Feeder Koridor 7,2025-09-29,Monday,09:02:30,09:03:27,3,4,Angkot Feeder Koridor 7 - Stop 3,Angkot Feeder Koridor 7 - Stop 4,"""-2.97037430603274,104.7460325411604""","""-2.973538805408869,104.7433515429365""",0.461,0.96,28.8,Light,3.46
Angkot Feeder Koridor 7,2025-09-29,Monday,09:03:27,09:04:39,4,5,Angkot Feeder Koridor 7 - Stop 4,Angkot Feeder Koridor 7 - Stop 5,"""-2.973538805408869,104.7433515429365""","""-2.977088911778464,104.7451470678914""",0.442,1.19,22.2,Moderate,4.65
Angkot Feeder Koridor 7,2025-09-29,Monday,09:04:39,09:05:19,5,6,Angkot Feeder Koridor 7 - Stop 5,Angkot Feeder Koridor 7 - Stop 6,"""-2.977088911778464,104.7451470678914""","""-2.979829157318357,104.7456709788022""",0.31,0.67,27.9,Light,5.32
Angkot Feeder Koridor 7,2025-09-29,Monday,09:05:19,09:07:22,6,7,Angkot Feeder Koridor 7 - Stop 6,Angkot Feeder Koridor 7 - Stop 7,"""-2.979829157318357,104.7456709788022""","""-2.976881719482787,104.7376026325868""",0.954,2.05,28.0,Light,7.37
Angkot Feeder Koridor 7,2025-09-29,Monday,09:07:22,09:09:16,7,8,Angkot Feeder Koridor 7 - Stop 7,Angkot Feeder Koridor 7 - Stop 8,"""-2.976881719482787,104.7376026325868""","""-2.98486225577969,104.7372188437626""",0.888,1.91,27.9,Light,9.28
Angkot Feeder Koridor 7,2025-09-29,Monday,09:09:16,09:10:38,8,9,Angkot Feeder Koridor 7 - Stop 8,Angkot Feeder Koridor 7 - Stop 9,"""-2.98486225577969,104.7372188437626""","""-2.989745831216523,104.7353547879512""",0.581,1.36,25.7,Moderate,10.64
Angkot Feeder Koridor 7,2025-09-29,Monday,09:10:38,09:12:18,9,10,Angkot Feeder Koridor 7 - Stop 9,Angkot Feeder Koridor 7 - Stop 10,"""-2.989745831216523,104.7353547879512""","""-2.990781603033503,104.7284989407261""",0.77,1.66,27.9,Light,12.3
Angkot Feeder Koridor 7,2025-09-29,Monday,09:12:18,09:13:20,10,11,Angkot Feeder Koridor 7 - Stop 10,Angkot Feeder Koridor 7 - Stop 11,"""-2.990781603033503,104.7284989407261""","""-2.994232897526178,104.7261864387696""",0.462,1.04,26.7,Moderate,13.34
Angkot Feeder Koridor 7,2025-09-29,Monday,09:13:20,09:15:10,11,12,Angkot Feeder Koridor 7 - Stop 11,Angkot Feeder Koridor 7 - Stop 12,"""-2.994232897526178,104.7261864387696""","""-2.987598004581296,104.7299393748662""",0.847,1.84,27.6,Light,15.18
Angkot Feeder Koridor 7,2025-09-29,Monday,09:15:10,09:16:43,12,13,Angkot Feeder Koridor 7 - Stop 12,Angkot Feeder Koridor 7 - Stop 13,"""-2.987598004581296,104.7299393748662""","""-2.989661873143942,104.7354208919019""",0.651,1.55,25.1,Moderate,16.73
Angkot Feeder Koridor 7,2025-09-29,Monday,09:16:43,09:17:59,13,14,Angkot Feeder Koridor 7 - Stop 13,Angkot Feeder Koridor 7 - Stop 14,"""-2.989661873143942,104.7354208919019""","""-2.985380087792897,104.7383117911321""",0.574,1.26,27.3,Light,17.99
Angkot Feeder Koridor 7,2025-09-29,Monday,09:17:59,09:19:00,14,15,Angkot Feeder Koridor 7 - Stop 14,Angkot Feeder Koridor 7 - Stop 15,"""-2.985380087792897,104.7383117911321""","""-2.981314290449635,104.7378436235695""",0.455,1.02,26.9,Moderate,19.01
Angkot Feeder Koridor 7,2025-09-29,Monday,09:19:00,09:20:16,15,16,Angkot Feeder Koridor 7 - Stop 15,Angkot Feeder Koridor 7 - Stop 16,"""-2.981314290449635,104.7378436235695""","""-2.976352620799278,104.7376437733976""",0.552,1.27,26.0,Moderate,20.28
Angkot Feeder Koridor 7,2025-09-29,Monday,09:20:16,09:21:13,16,17,Angkot Feeder Koridor 7 - Stop 16,Angkot Feeder Koridor 7 - Stop 17,"""-2.976352620799278,104.7376437733976""","""-2.973015664176744,104.7398576920943""",0.445,0.95,28.0,Light,21.23
Angkot Feeder Koridor 7,2025-09-29,Monday,09:21:13,09:22:16,17,18,Angkot Feeder Koridor 7 - Stop 17,Angkot Feeder Koridor 7 - Stop 18,"""-2.973015664176744,104.7398576920943""","""-2.975859783213199,104.7431387039356""",0.482,1.05,27.5,Light,22.28
Angkot Feeder Koridor 7,2025-09-29,Monday,09:22:16,09:23:16,18,19,Angkot Feeder Koridor 7 - Stop 18,Angkot Feeder Koridor 7 - Stop 19,"""-2.975859783213199,104.7431387039356""","""-2.977639276623087,104.7462192960321""",0.395,0.99,24.0,Moderate,23.27
Angkot Feeder Koridor 7,2025-09-29,Monday,09:23:16,09:24:29,19,20,Angkot Feeder Koridor 7 - Stop 19,Angkot Feeder Koridor 7 - Stop 20,"""-2.977639276623087,104.7462192960321""","""-2.973839343039945,104.7431352896542""",0.544,1.22,26.8,Moderate,24.49
Angkot Feeder Koridor 7,2025-09-29,Monday,09:24:29,09:25:47,20,21,Angkot Feeder Koridor 7 - Stop 20,Angkot Feeder Koridor 7 - Stop 21,"""-2.973839343039945,104.7431352896542""","""-2.970312024063757,104.7461188938377""",0.513,1.3,23.8,Moderate,25.79
Angkot Feeder Koridor 7,2025-09-29,Monday,09:25:47,09:25:48,21,22,Angkot Feeder Koridor 7 - Stop 21,Angkot Feeder Koridor 7 - Stop 22,"""-2.970312024063757,104.7461188938377""","""-2.970270572212579,104.7461571846469""",0.006,0.01,28.4,Light,25.8
Angkot Feeder Koridor 7,2025-09-29,Monday,10:00:00,10:01:13,1,2,Angkot Feeder Koridor 7 - Stop 1,Angkot Feeder Koridor 7 - Stop 2,"""-2.970246850143196,104.7461546977343""","""-2.965716090069392,104.746473246884""",0.505,1.22,24.8,Moderate,1.22
Angkot Feeder Koridor 7,2025-09-29,Monday,10:01:13,10:02:22,2,3,Angkot Feeder Koridor 7 - Stop 2,Angkot Feeder Koridor 7 - Stop 3,"""-2.965716090069392,104.746473246884""","""-2.97037430603274,104.7460325411604""",0.52,1.15,27.1,Light,2.37
Angkot Feeder Koridor 7,2025-09-29,Monday,10:02:22,10:03:33,3,4,Angkot Feeder Koridor 7 - Stop 3,Angkot Feeder Koridor 7 - Stop 4,"""-2.97037430603274,104.7460325411604""","""-2.973538805408869,104.7433515429365""",0.461,1.19,23.3,Moderate,3.56
Angkot Feeder Koridor 7,2025-09-29,Monday,10:03:33,10:04:37,4,5,Angkot Feeder Koridor 7 - Stop 4,Angkot Feeder Koridor 7 - Stop 5,"""-2.973538805408869,104.7433515429365""","""-2.977088911778464,104.7451470678914""",0.442,1.06,25.1,Moderate,4.62
Angkot Feeder Koridor 7,2025-09-29,Monday,10:04:37,10:05:22,5,6,Angkot Feeder Koridor 7 - Stop 5,Angkot Feeder Koridor 7 - Stop 6,"""-2.977088911778464,104.7451470678914""","""-2.979829157318357,104.7456709788022""",0.31,0.75,24.8,Moderate,5.37
Angkot Feeder Koridor 7,2025-09-29,Monday,10:05:22,10:07:24,6,7,Angkot Feeder Koridor 7 - Stop 6,Angkot Feeder Koridor 7 - Stop 7,"""-2.979829157318357,104.7456709788022""","""-2.976881719482787,104.7376026325868""",0.954,2.04,28.1,Light,7.41
Angkot Feeder Koridor 7,2025-09-29,Monday,10:07:24,10:09:18,7,8,Angkot Feeder Koridor 7 - Stop 7,Angkot Feeder Koridor 7 - Stop 8,"""-2.976881719482787,104.7376026325868""","""-2.98486225577969,104.7372188437626""",0.888,1.9,28.1,Light,9.31
Angkot Feeder Koridor 7,2025-09-29,Monday,10:09:18,10:10:36,8,9,Angkot Feeder Koridor 7 - Stop 8,Angkot Feeder Koridor 7 - Stop 9,"""-2.98486225577969,104.7372188437626""","""-2.989745831216523,104.7353547879512""",0.581,1.3,26.8,Moderate,10.61
Angkot Feeder Koridor 7,2025-09-29,Monday,10:10:36,10:12:22,9,10,Angkot Feeder Koridor 7 - Stop 9,Angkot Feeder Koridor 7 - Stop 10,"""-2.989745831216523,104.7353547879512""","""-2.990781603033503,104.7284989407261""",0.77,1.76,26.2,Moderate,12.37
Angkot Feeder Koridor 7,2025-09-29,Monday,10:12:22,10:13:31,10,11,Angkot Feeder Koridor 7 - Stop 10,Angkot Feeder Koridor 7 - Stop 11,"""-2.990781603033503,104.7284989407261""","""-2.994232897526178,104.7261864387696""",0.462,1.15,24.0,Moderate,13.52
