corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Angkot Feeder Koridor 6,2025-09-29,Monday,06:18:47,06:20:12,13,14,Angkot Feeder Koridor 6 - Stop 13,Angkot Feeder Koridor 6 - Stop 14,"""-2.929368734309262,104.7397428753961""","""-2.931833421910675,104.7378634857667""",0.344,1.42,14.6,Heavy,20.21
Angkot Feeder Koridor 6,2025-09-29,Monday,06:20:12,06:21:17,14,15,Angkot Feeder Koridor 6 - Stop 14,Angkot Feeder Koridor 6 - Stop 15,"""-2.931833421910675,104.7378634857667""","""-2.934116527771572,104.7358977661345""",0.335,1.08,18.6,Heavy,21.29
Angkot Feeder Koridor 6,2025-09-29,Monday,06:21:17,06:22:19,15,16,Angkot Feeder Koridor 6 - Stop 15,Angkot Feeder Koridor 6 - Stop 16,"""-2.934116527771572,104.7358977661345""","""-2.936684646793525,104.7338733398446""",0.363,1.03,21.1,Moderate,22.32
Angkot Feeder Koridor 6,2025-09-29,Monday,06:22:19,06:23:15,16,17,Angkot Feeder Koridor 6 - Stop 16,Angkot Feeder Koridor 6 - Stop 17,"""-2.936684646793525,104.7338733398446""","""-2.939377866161672,104.7324935807531""",0.336,0.94,21.4,Moderate,23.26
Angkot Feeder Koridor 6,2025-09-29,Monday,06:23:15,06:24:29,17,18,Angkot Feeder Koridor 6 - Stop 17,Angkot Feeder Koridor 6 - Stop 18,"""-2.939377866161672,104.7324935807531""","""-2.942669585820639,104.7310969400823""",0.398,1.23,19.3,Heavy,24.49
Angkot Feeder Koridor 6,2025-09-29,Monday,06:24:29,06:25:24,18,19,Angkot Feeder Koridor 6 - Stop 18,Angkot Feeder Koridor 6 - Stop 19,"""-2.942669585820639,104.7310969400823""","""-2.945173417786329,104.7309802648995""",0.279,0.92,18.2,Heavy,25.41
Angkot Feeder Koridor 6,2025-09-29,Monday,06:25:24,06:26:37,19,20,Angkot Feeder Koridor 6 - Stop 19,Angkot Feeder Koridor 6 - Stop 20,"""-2.945173417786329,104.7309802648995""","""-2.948445331469143,104.7327313829215""",0.413,1.22,20.2,Moderate,26.63
Angkot Feeder Koridor 6,2025-09-29,Monday,06:26:37,06:26:42,20,21,Angkot Feeder Koridor 6 - Stop 20,Angkot Feeder Koridor 6 - Stop 21,"""-2.948445331469143,104.7327313829215""","""-2.948285470279945,104.73256305884""",0.026,0.08,18.8,Heavy,26.71
Angkot Feeder Koridor 6,2025-09-29,Monday,06:26:42,06:26:45,21,22,Angkot Feeder Koridor 6 - Stop 21,Angkot Feeder Koridor 6 - Stop 22,"""-2.948285470279945,104.73256305884""","""-2.948179745124918,104.7325268391789""",0.012,0.04,19.7,Heavy,26.75
Angkot Feeder Koridor 6,2025-09-29,Monday,07:00:00,07:01:48,1,2,Angkot Feeder Koridor 6 - Stop 1,Angkot Feeder Koridor 6 - Stop 2,"""-2.948188891173271,104.7325262053872""","""-2.944369390527978,104.7303694375265""",0.488,1.81,16.1,Heavy,1.81
Angkot Feeder Koridor 6,2025-09-29,Monday,07:01:48,07:04:55,2,3,Angkot Feeder Koridor 6 - Stop 2,Angkot Feeder Koridor 6 - Stop 3,"""-2.944369390527978,104.7303694375265""","""-2.937347533364583,104.7333277843112""",0.847,3.11,16.3,Heavy,4.92
Angkot Feeder Koridor 6,2025-09-29,Monday,07:04:55,07:07:07,3,4,Angkot Feeder Koridor 6 - Stop 3,Angkot Feeder Koridor 6 - Stop 4,"""-2.937347533364583,104.7333277843112""","""-2.932996439826874,104.7367300975697""",0.614,2.2,16.7,Heavy,7.12
Angkot Feeder Koridor 6,2025-09-29,Monday,07:07:07,07:08:10,4,5,Angkot Feeder Koridor 6 - Stop 4,Angkot Feeder Koridor 6 - Stop 5,"""-2.932996439826874,104.7367300975697""","""-2.930876566014444,104.7381695840613""",0.285,1.06,16.1,Heavy,8.18
Angkot Feeder Koridor 6,2025-09-29,Monday,07:08:10,07:09:30,5,6,Angkot Feeder Koridor 6 - Stop 5,Angkot Feeder Koridor 6 - Stop 6,"""-2.930876566014444,104.7381695840613""","""-2.92931841072034,104.7412173013874""",0.38,1.33,17.2,Heavy,9.51
Angkot Feeder Koridor 6,2025-09-29,Monday,07:09:30,07:11:14,6,7,Angkot Feeder Koridor 6 - Stop 6,Angkot Feeder Koridor 6 - Stop 7,"""-2.92931841072034,104.7412173013874""","""-2.93032041665111,104.7455677769019""",0.496,1.73,17.2,Heavy,11.24
Angkot Feeder Koridor 6,2025-09-29,Monday,07:11:14,07:13:21,7,8,Angkot Feeder Koridor 6 - Stop 7,Angkot Feeder Koridor 6 - Stop 8,"""-2.93032041665111,104.7455677769019""","""-2.926545816981752,104.7492664636629""",0.587,2.12,16.6,Heavy,13.36
Angkot Feeder Koridor 6,2025-09-29,Monday,07:13:21,07:14:04,8,9,Angkot Feeder Koridor 6 - Stop 8,Angkot Feeder Koridor 6 - Stop 9,"""-2.926545816981752,104.7492664636629""","""-2.927094587026819,104.7511112076995""",0.214,0.71,18.0,Heavy,14.07
Angkot Feeder Koridor 6,2025-09-29,Monday,07:14:04,07:15:39,9,10,Angkot Feeder Koridor 6 - Stop 9,Angkot Feeder Koridor 6 - Stop 10,"""-2.927094587026819,104.7511112076995""","""-2.931027863447365,104.7509445642215""",0.438,1.59,16.6,Heavy,15.66
Angkot Feeder Koridor 6,2025-09-29,Monday,07:15:39,07:17:16,10,11,Angkot Feeder Koridor 6 - Stop 10,Angkot Feeder Koridor 6 - Stop 11,"""-2.931027863447365,104.7509445642215""","""-2.930874062203713,104.746629956408""",0.479,1.61,17.9,Heavy,17.27
Angkot Feeder Koridor 6,2025-09-29,Monday,07:17:16,07:18:20,11,12,Angkot Feeder Koridor 6 - Stop 11,Angkot Feeder Koridor 6 - Stop 12,"""-2.930874062203713,104.746629956408""","""-2.930060470001773,104.7441457063278""",0.29,1.07,16.3,Heavy,18.34
Angkot Feeder Koridor 6,2025-09-29,Monday,07:18:20,07:20:19,12,13,Angkot Feeder Koridor 6 - Stop 12,Angkot Feeder Koridor 6 - Stop 13,"""-2.930060470001773,104.7441457063278""","""-2.929368734309262,104.7397428753961""",0.495,1.99,14.9,Heavy,20.33
Angkot Feeder Koridor 6,2025-09-29,Monday,07:20:19,07:21:25,13,14,Angkot Feeder Koridor 6 - Stop 13,Angkot Feeder Koridor 6 - Stop 14,"""-2.929368734309262,104.7397428753961""","""-2.931833421910675,104.7378634857667""",0.344,1.09,18.9,Heavy,21.42
Angkot Feeder Koridor 6,2025-09-29,Monday,07:21:25,07:22:30,14,15,Angkot Feeder Koridor 6 - Stop 14,Angkot Feeder Koridor 6 - Stop 15,"""-2.931833421910675,104.7378634857667""","""-2.934116527771572,104.7358977661345""",0.335,1.08,18.6,Heavy,22.5
Angkot Feeder Koridor 6,2025-09-29,Monday,07:22:30,07:23:35,15,16,Angkot Feeder Koridor 6 - Stop 15,Angkot Feeder Koridor 6 - Stop 16,"""-2.934116527771572,104.7358977661345""","""-2.936684646793525,104.7338733398446""",0.363,1.09,20.0,Moderate,23.59
Angkot Feeder Koridor 6,2025-09-29,Monday,07:23:35,07:24:34,16,17,Angkot Feeder Koridor 6 - Stop 16,Angkot Feeder Koridor 6 - Stop 17,"""-2.936684646793525,104.7338733398446""","""-2.939377866161672,104.7324935807531""",0.336,0.98,20.7,Moderate,24.57
Angkot Feeder Koridor 6,2025-09-29,Monday,07:24:34,07:25:54,17,18,Angkot Feeder Koridor 6 - Stop 17,Angkot Feeder Koridor 6 - Stop 18,"""-2.939377866161672,104.7324935807531""","""-2.942669585820639,104.7310969400823""",0.398,1.33,18.0,Heavy,25.9
Angkot Feeder Koridor 6,2025-09-29,Monday,07:25:54,07:26:50,18,19,Angkot Feeder Koridor 6 - Stop 18,Angkot Feeder Koridor 6 - Stop 19,"""-2.942669585820639,104.7310969400823""","""-2.945173417786329,104.7309802648995""",0.279,0.94,17.7,Heavy,26.84
Angkot Feeder Koridor 6,2025-09-29,Monday,07:26:50,07:28:15,19,20,Angkot Feeder Koridor 6 - Stop 19,Angkot Feeder Koridor 6 - Stop 20,"""-2.945173417786329,104.7309802648995""","""-2.948445331469143,104.7327313829215""",0.413,1.42,17.4,Heavy,28.26
Angkot Feeder Koridor 6,2025-09-29,Monday,07:28:15,07:28:19,20,21,Angkot Feeder Koridor 6 - Stop 20,Angkot Feeder Koridor 6 - Stop 21,"""-2.948445331469143,104.7327313829215""","""-2.948285470279945,104.73256305884""",0.026,0.07,21.8,Moderate,28.33
Angkot Feeder Koridor 6,2025-09-29,Monday,07:28:19,07:28:22,21,22,Angkot Feeder Koridor 6 - Stop 21,Angkot Feeder Koridor 6 - Stop 22,"""-2.948285470279945,104.73256305884""","""-2.948179745124918,104.7325268391789""",0.012,0.04,18.8,Heavy,28.37
Angkot Feeder Koridor 6,2025-09-29,Monday,08:00:00,08:01:19,1,2,Angkot Feeder Koridor 6 - Stop 1,Angkot Feeder Koridor 6 - Stop 2,"""-2.948188891173271,104.7325262053872""","""-2.944369390527978,104.7303694375265""",0.488,1.33,22.0,Moderate,1.33
Angkot Feeder Koridor 6,2025-09-29,Monday,08:01:19,08:03:33,2,3,Angkot Feeder Koridor 6 - Stop 2,Angkot Feeder Koridor 6 - Stop 3,"""-2.944369390527978,104.7303694375265""","""-2.937347533364583,104.7333277843112""",0.847,2.22,22.9,Moderate,3.55
Angkot Feeder Koridor 6,2025-09-29,Monday,08:03:33,08:05:12,3,4,Angkot Feeder Koridor 6 - Stop 3,Angkot Feeder Koridor 6 - Stop 4,"""-2.937347533364583,104.7333277843112""","""-2.932996439826874,104.7367300975697""",0.614,1.66,22.2,Moderate,5.21
Angkot Feeder Koridor 6,2025-09-29,Monday,08:05:12,08:06:00,4,5,Angkot Feeder Koridor 6 - Stop 4,Angkot Feeder Koridor 6 - Stop 5,"""-2.932996439826874,104.7367300975697""","""-2.930876566014444,104.7381695840613""",0.285,0.79,21.6,Moderate,6.0
Angkot Feeder Koridor 6,2025-09-29,Monday,08:06:00,08:06:53,5,6,Angkot Feeder Koridor 6 - Stop 5,Angkot Feeder Koridor 6 - Stop 6,"""-2.930876566014444,104.7381695840613""","""-2.92931841072034,104.7412173013874""",0.38,0.89,25.6,Moderate,6.89
Angkot Feeder Koridor 6,2025-09-29,Monday,08:06:53,08:08:20,6,7,Angkot Feeder Koridor 6 - Stop 6,Angkot Feeder Koridor 6 - Stop 7,"""-2.92931841072034,104.7412173013874""","""-2.93032041665111,104.7455677769019""",0.496,1.45,20.5,Moderate,8.34
Angkot Feeder Koridor 6,2025-09-29,Monday,08:08:20,08:10:01,7,8,Angkot Feeder Koridor 6 - Stop 7,Angkot Feeder Koridor 6 - Stop 8,"""-2.93032041665111,104.7455677769019""","""-2.926545816981752,104.7492664636629""",0.587,1.69,20.8,Moderate,10.03
Angkot Feeder Koridor 6,2025-09-29,Monday,08:10:01,08:10:33,8,9,Angkot Feeder Koridor 6 - Stop 8,Angkot Feeder Koridor 6 - Stop 9,"""-2.926545816981752,104.7492664636629""","""-2.927094587026819,104.7511112076995""",0.214,0.53,24.2,Moderate,10.56
Angkot Feeder Koridor 6,2025-09-29,Monday,08:10:33,08:11:37,9,10,Angkot Feeder Koridor 6 - Stop 9,Angkot Feeder Koridor 6 - Stop 10,"""-2.927094587026819,104.7511112076995""","""-2.931027863447365,104.7509445642215""",0.438,1.07,24.5,Moderate,11.63
Angkot Feeder Koridor 6,2025-09-29,Monday,08:11:37,08:12:50,10,11,Angkot Feeder Koridor 6 - Stop 10,Angkot Feeder Koridor 6 - Stop 11,"""-2.931027863447365,104.7509445642215""","""-2.930874062203713,104.746629956408""",0.479,1.21,23.7,Moderate,12.84
Angkot Feeder Koridor 6,2025-09-29,Monday,08:12:50,08:13:35,11,12,Angkot Feeder Koridor 6 - Stop 11,Angkot Feeder Koridor 6 - Stop 12,"""-2.930874062203713,104.746629956408""","""-2.930060470001773,104.7441457063278""",0.29,0.75,23.2,Moderate,13.59
Angkot Feeder Koridor 6,2025-09-29,Monday,08:13:35,08:14:52,12,13,Angkot Feeder Koridor 6 - Stop 12,Angkot Feeder Koridor 6 - Stop 13,"""-2.930060470001773,104.7441457063278""","""-2.929368734309262,104.7397428753961""",0.495,1.29,23.0,Moderate,14.88
Angkot Feeder Koridor 6,2025-09-29,Monday,08:14:52,08:15:48,13,14,Angkot Feeder Koridor 6 - Stop 13,Angkot Feeder Koridor 6 - Stop 14,"""-2.929368734309262,104.7397428753961""","""-2.931833421910675,104.7378634857667""",0.344,0.92,22.6,Moderate,15.8
Angkot Feeder Koridor 6,2025-09-29,Monday,08:15:48,08:16:43,14,15,Angkot Feeder Koridor 6 - Stop 14,Angkot Feeder Koridor 6 - Stop 15,"""-2.931833421910675,104.7378634857667""","""-2.934116527771572,104.7358977661345""",0.335,0.92,21.8,Moderate,16.72
Angkot Feeder Koridor 6,2025-09-29,Monday,08:16:43,08:17:36,15,16,Angkot Feeder Koridor 6 - Stop 15,Angkot Feeder Koridor 6 - Stop 16,"""-2.934116527771572,104.7358977661345""","""-2.936684646793525,104.7338733398446""",0.363,0.88,24.9,Moderate,17.6
Angkot Feeder Koridor 6,2025-09-29,Monday,08:17:36,08:18:25,16,17,Angkot Feeder Koridor 6 - Stop 16,Angkot Feeder Koridor 6 - Stop 17,"""-2.936684646793525,104.7338733398446""","""-2.939377866161672,104.7324935807531""",0.336,0.82,24.7,Moderate,18.42
Angkot Feeder Koridor 6,2025-09-29,Monday,08:18:25,08:19:34,17,18,Angkot Feeder Koridor 6 - Stop 17,Angkot Feeder Koridor 6 - Stop 18,"""-2.939377866161672,104.7324935807531""","""-2.942669585820639,104.7310969400823""",0.398,1.16,20.5,Moderate,19.58
Angkot Feeder Koridor 6,2025-09-29,Monday,08:19:34,08:20:21,18,19,Angkot Feeder Koridor 6 - Stop 18,Angkot Feeder Koridor 6 - Stop 19,"""-2.942669585820639,104.7310969400823""","""-2.945173417786329,104.7309802648995""",0.279,0.77,21.7,Moderate,20.35
Angkot Feeder Koridor 6,2025-09-29,Monday,08:20:21,08:21:20,19,20,Angkot Feeder Koridor 6 - Stop 19,Angkot Feeder Koridor 6 - Stop 20,"""-2.945173417786329,104.7309802648995""","""-2.948445331469143,104.7327313829215""",0.413,0.99,25.1,Moderate,21.34
Angkot Feeder Koridor 6,2025-09-29,Monday,08:21:20,08:21:25,20,21,Angkot Feeder Koridor 6 - Stop 20,Angkot Feeder Koridor 6 - Stop 21,"""-2.948445331469143,104.7327313829215""","""-2.948285470279945,104.73256305884""",0.026,0.08,19.5,Heavy,21.42
Angkot Feeder Koridor 6,2025-09-29,Monday,08:21:25,08:21:27,21,22,Angkot Feeder Koridor 6 - Stop 21,Angkot Feeder Koridor 6 - Stop 22,"""-2.948285470279945,104.73256305884""","""-2.948179745124918,104.7325268391789""",0.012,0.03,24.1,Moderate,21.45
Angkot Feeder Koridor 6,2025-09-29,Monday,09:00:00,09:01:12,1,2,Angkot Feeder Koridor 6 - Stop 1,Angkot Feeder Koridor 6 - Stop 2,"""-2.948188891173271,104.7325262053872""","""-2.944369390527978,104.7303694375265""",0.488,1.2,24.5,Moderate,1.2
Angkot Feeder Koridor 6,2025-09-29,Monday,09:01:12,09:03:16,2,3,Angkot Feeder Koridor 6 - Stop 2,Angkot Feeder Koridor 6 - Stop 3,"""-2.944369390527978,104.7303694375265""","""-2.937347533364583,104.7333277843112""",0.847,2.08,24.4,Moderate,3.28
Angkot Feeder Koridor 6,2025-09-29,Monday,09:03:16,09:04:46,3,4,Angkot Feeder Koridor 6 - Stop 3,Angkot Feeder Koridor 6 - Stop 4,"""-2.937347533364583,104.7333277843112""","""-2.932996439826874,104.7367300975697""",0.614,1.49,24.7,Moderate,4.77
Angkot Feeder Koridor 6,2025-09-29,Monday,09:04:46,09:05:24,4,5,Angkot Feeder Koridor 6 - Stop 4,Angkot Feeder Koridor 6 - Stop 5,"""-2.932996439826874,104.7367300975697""","""-2.930876566014444,104.7381695840613""",0.285,0.63,27.0,Light,5.4
Angkot Feeder Koridor 6,2025-09-29,Monday,09:05:24,09:06:14,5,6,Angkot Feeder Koridor 6 - Stop 5,Angkot Feeder Koridor 6 - Stop 6,"""-2.930876566014444,104.7381695840613""","""-2.92931841072034,104.7412173013874""",0.38,0.84,27.2,Light,6.24
Angkot Feeder Koridor 6,2025-09-29,Monday,09:06:14,09:07:25,6,7,Angkot Feeder Koridor 6 - Stop 6,Angkot Feeder Koridor 6 - Stop 7,"""-2.92931841072034,104.7412173013874""","""-2.93032041665111,104.7455677769019""",0.496,1.18,25.3,Moderate,7.42
Angkot Feeder Koridor 6,2025-09-29,Monday,09:07:25,09:08:44,7,8,Angkot Feeder Koridor 6 - Stop 7,Angkot Feeder Koridor 6 - Stop 8,"""-2.93032041665111,104.7455677769019""","""-2.926545816981752,104.7492664636629""",0.587,1.32,26.7,Moderate,8.74
Angkot Feeder Koridor 6,2025-09-29,Monday,09:08:44,09:09:13,8,9,Angkot Feeder Koridor 6 - Stop 8,Angkot Feeder Koridor 6 - Stop 9,"""-2.926545816981752,104.7492664636629""","""-2.927094587026819,104.7511112076995""",0.214,0.48,26.9,Moderate,9.22
Angkot Feeder Koridor 6,2025-09-29,Monday,09:09:13,09:10:16,9,10,Angkot Feeder Koridor 6 - Stop 9,Angkot Feeder Koridor 6 - Stop 10,"""-2.927094587026819,104.7511112076995""","""-2.931027863447365,104.7509445642215""",0.438,1.05,25.0,Moderate,10.27
Angkot Feeder Koridor 6,2025-09-29,Monday,09:10:16,09:11:22,10,11,Angkot Feeder Koridor 6 - Stop 10,Angkot Feeder Koridor 6 - Stop 11,"""-2.931027863447365,104.7509445642215""","""-2.930874062203713,104.746629956408""",0.479,1.1,26.2,Moderate,11.37
Angkot Feeder Koridor 6,2025-09-29,Monday,09:11:22,09:12:00,11,12,Angkot Feeder Koridor 6 - Stop 11,Angkot Feeder Koridor 6 - Stop 12,"""-2.930874062203713,104.746629956408""","""-2.930060470001773,104.7441457063278""",0.29,0.63,27.6,Light,12.0
Angkot Feeder Koridor 6,2025-09-29,Monday,09:12:00,09:13:07,12,13,Angkot Feeder Koridor 6 - Stop 12,Angkot Feeder Koridor 6 - Stop 13,"""-2.930060470001773,104.7441457063278""","""-2.929368734309262,104.7397428753961""",0.495,1.13,26.3,Moderate,13.13
Angkot Feeder Koridor 6,2025-09-29,Monday,09:13:07,09:13:55,13,14,Angkot Feeder Koridor 6 - Stop 13,Angkot Feeder Koridor 6 - Stop 14,"""-2.929368734309262,104.7397428753961""","""-2.931833421910675,104.7378634857667""",0.344,0.79,26.3,Moderate,13.92
Angkot Feeder Koridor 6,2025-09-29,Monday,09:13:55,09:14:44,14,15,Angkot Feeder Koridor 6 - Stop 14,Angkot Feeder Koridor 6 - Stop 15,"""-2.931833421910675,104.7378634857667""","""-2.934116527771572,104.7358977661345""",0.335,0.82,24.5,Moderate,14.74
Angkot Feeder Koridor 6,2025-09-29,Monday,09:14:44,09:15:42,15,16,Angkot Feeder Koridor 6 - Stop 15,Angkot Feeder Koridor 6 - Stop 16,"""-2.934116527771572,104.7358977661345""","""-2.936684646793525,104.7338733398446""",0.363,0.97,22.6,Moderate,15.71
Angkot Feeder Koridor 6,2025-09-29,Monday,09:15:42,09:16:25,16,17,Angkot Feeder Koridor 6 - Stop 16,Angkot Feeder Koridor 6 - Stop 17,"""-2.936684646793525,104.7338733398446""","""-2.939377866161672,104.7324935807531""",0.336,0.72,27.9,Light,16.43
Angkot Feeder Koridor 6,2025-09-29,Monday,09:16:25,09:17:15,17,18,Angkot Feeder Koridor 6 - Stop 17,Angkot Feeder Koridor 6 - Stop 18,"""-2.939377866161672,104.7324935807531""","""-2.942669585820639,104.7310969400823""",0.398,0.83,28.7,Light,17.26
Angkot Feeder Koridor 6,2025-09-29,Monday,09:17:15,09:17:59,18,19,Angkot Feeder Koridor 6 - Stop 18,Angkot Feeder Koridor 6 - Stop 19,"""-2.942669585820639,104.7310969400823""","""-2.945173417786329,104.7309802648995""",0.279,0.73,22.8,Moderate,17.99
Angkot Feeder Koridor 6,2025-09-29,Monday,09:17:59,09:18:52,19,20,Angkot Feeder Koridor 6 - Stop 19,Angkot Feeder Koridor 6 - Stop 20,"""-2.945173417786329,104.7309802648995""","""-2.948445331469143,104.7327313829215""",0.413,0.88,28.0,Light,18.87
Angkot Feeder Koridor 6,2025-09-29,Monday,09:18:52,09:18:55,20,21,Angkot Feeder Koridor 6 - Stop 20,Angkot Feeder Koridor 6 - Stop 21,"""-2.948445331469143,104.7327313829215""","""-2.948285470279945,104.73256305884""",0.026,0.06,27.2,Light,18.93
Angkot Feeder Koridor 6,2025-09-29,Monday,09:18:55,09:18:57,21,22,Angkot Feeder Koridor 6 - Stop 21,Angkot Feeder Koridor 6 - Stop 22,"""-2.948285470279945,104.73256305884""","""-2.948179745124918,104.7325268391789""",0.012,0.03,24.8,Moderate,18.96
Angkot Feeder Koridor 6,2025-09-29,Monday,10:00:00,10:01:10,1,2,Angkot Feeder Koridor 6 - Stop 1,Angkot Feeder Koridor 6 - Stop 2,"""-2.948188891173271,104.7325262053872""","""-2.944369390527978,104.7303694375265""",0.488,1.18,24.8,Moderate,1.18
Angkot Feeder Koridor 6,2025-09-29,Monday,10:01:10,10:03:04,2,3,Angkot Feeder Koridor 6 - Stop 2,Angkot Feeder Koridor 6 - Stop 3,"""-2.944369390527978,104.7303694375265""","""-2.937347533364583,104.7333277843112""",0.847,1.9,26.7,Moderate,3.08
Angkot Feeder Koridor 6,2025-09-29,Monday,10:03:04,10:04:34,3,4,Angkot Feeder Koridor 6 - Stop 3,Angkot Feeder Koridor 6 - Stop 4,"""-2.937347533364583,104.7333277843112""","""-2.932996439826874,104.7367300975697""",0.614,1.5,24.5,Moderate,4.58
Angkot Feeder Koridor 6,2025-09-29,Monday,10:04:34,10:05:14,4,5,Angkot Feeder Koridor 6 - Stop 4,Angkot Feeder Koridor 6 - Stop 5,"""-2.932996439826874,104.7367300975697""","""-2.930876566014444,104.7381695840613""",0.285,0.66,25.8,Moderate,5.24
Angkot Feeder Koridor 6,2025-09-29,Monday,10:05:14,10:06:12,5,6,Angkot Feeder Koridor 6 - Stop 5,Angkot Feeder Koridor 6 - Stop 6,"""-2.930876566014444,104.7381695840613""","""-2.92931841072034,104.7412173013874""",0.38,0.96,23.7,Moderate,6.2
Angkot Feeder Koridor 6,2025-09-29,Monday,10:06:12,10:07:28,6,7,Angkot Feeder Koridor 6 - Stop 6,Angkot Feeder Koridor 6 - Stop 7,"""-2.92931841072034,104.7412173013874""","""-2.93032041665111,104.7455677769019""",0.496,1.28,23.2,Moderate,7.48
Angkot Feeder Koridor 6,2025-09-29,Monday,10:07:28,10:08:46,7,8,Angkot Feeder Koridor 6 - Stop 7,Angkot Feeder Koridor 6 - Stop 8,"""-2.93032041665111,104.7455677769019""","""-2.926545816981752,104.7492664636629""",0.587,1.3,27.2,Light,8.78
Angkot Feeder Koridor 6,2025-09-29,Monday,10:08:46,10:09:17,8,9,Angkot Feeder Koridor 6 - Stop 8,Angkot Feeder Koridor 6 - Stop 9,"""-2.926545816981752,104.7492664636629""","""-2.927094587026819,104.7511112076995""",0.214,0.51,25.1,Moderate,9.29
Angkot Feeder Koridor 6,2025-09-29,Monday,10:09:17,10:10:18,9,10,Angkot Feeder Koridor 6 - Stop 9,Angkot Feeder Koridor 6 - Stop 10,"""-2.927094587026819,104.7511112076995""","""-2.931027863447365,104.7509445642215""",0.438,1.02,25.9,Moderate,10.31
Angkot Feeder Koridor 6,2025-09-29,Monday,10:10:18,10:11:27,10,11,Angkot Feeder Koridor 6 - Stop 10,Angkot Feeder Koridor 6 - Stop 11,"""-2.931027863447365,104.7509445642215""","""-2.930874062203713,104.746629956408""",0.479,1.15,25.0,Moderate,11.46
