corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Angkot Feeder Koridor 4,2025-09-29,Monday,06:30:31,06:32:51,20,21,Angkot Feeder Koridor 4 - Stop 20,Angkot Feeder Koridor 4 - Stop 21,"""-3.014877774578979,104.7746658477505""","""-3.008924794563404,104.774785481406""",0.662,2.33,17.1,Heavy,32.85
Angkot Feeder Koridor 4,2025-09-29,Monday,06:32:51,06:34:15,21,22,Angkot Feeder Koridor 4 - Stop 21,Angkot Feeder Koridor 4 - Stop 22,"""-3.008924794563404,104.774785481406""","""-3.005227612135244,104.7726522348345""",0.474,1.4,20.3,Moderate,34.25
Angkot Feeder Koridor 4,2025-09-29,Monday,07:00:00,07:00:11,1,2,Angkot Feeder Koridor 4 - Stop 1,Angkot Feeder Koridor 4 - Stop 2,"""-3.005204983754517,104.7726462720486""","""-3.005744784879178,104.7729066386651""",0.067,0.19,20.5,Moderate,0.19
Angkot Feeder Koridor 4,2025-09-29,Monday,07:00:11,07:01:21,2,3,Angkot Feeder Koridor 4 - Stop 2,Angkot Feeder Koridor 4 - Stop 3,"""-3.005744784879178,104.7729066386651""","""-3.009332031971085,104.7746843946596""",0.445,1.17,22.9,Moderate,1.36
Angkot Feeder Koridor 4,2025-09-29,Monday,07:01:21,07:03:37,3,4,Angkot Feeder Koridor 4 - Stop 3,Angkot Feeder Koridor 4 - Stop 4,"""-3.009332031971085,104.7746843946596""","""-3.015864284319246,104.7744668154561""",0.727,2.27,19.2,Heavy,3.63
Angkot Feeder Koridor 4,2025-09-29,Monday,07:03:37,07:06:11,4,5,Angkot Feeder Koridor 4 - Stop 4,Angkot Feeder Koridor 4 - Stop 5,"""-3.015864284319246,104.7744668154561""","""-3.022004961845275,104.7747170296332""",0.683,2.56,16.0,Heavy,6.19
Angkot Feeder Koridor 4,2025-09-29,Monday,07:06:11,07:07:38,5,6,Angkot Feeder Koridor 4 - Stop 5,Angkot Feeder Koridor 4 - Stop 6,"""-3.022004961845275,104.7747170296332""","""-3.026429384841214,104.7744533506534""",0.493,1.45,20.4,Moderate,7.64
Angkot Feeder Koridor 4,2025-09-29,Monday,07:07:38,07:08:33,6,7,Angkot Feeder Koridor 4 - Stop 6,Angkot Feeder Koridor 4 - Stop 7,"""-3.026429384841214,104.7744533506534""","""-3.02778380876134,104.7769550339743""",0.316,0.92,20.7,Moderate,8.56
Angkot Feeder Koridor 4,2025-09-29,Monday,07:08:33,07:10:23,7,8,Angkot Feeder Koridor 4 - Stop 7,Angkot Feeder Koridor 4 - Stop 8,"""-3.02778380876134,104.7769550339743""","""-3.032151995308082,104.7785031099075""",0.515,1.83,16.9,Heavy,10.39
Angkot Feeder Koridor 4,2025-09-29,Monday,07:10:23,07:12:30,8,9,Angkot Feeder Koridor 4 - Stop 8,Angkot Feeder Koridor 4 - Stop 9,"""-3.032151995308082,104.7785031099075""","""-3.037042991091124,104.7802490443604""",0.577,2.12,16.3,Heavy,12.51
Angkot Feeder Koridor 4,2025-09-29,Monday,07:12:30,07:14:04,9,10,Angkot Feeder Koridor 4 - Stop 9,Angkot Feeder Koridor 4 - Stop 10,"""-3.037042991091124,104.7802490443604""","""-3.041262302911135,104.7816277742808""",0.494,1.57,18.9,Heavy,14.08
Angkot Feeder Koridor 4,2025-09-29,Monday,07:14:04,07:15:30,10,11,Angkot Feeder Koridor 4 - Stop 10,Angkot Feeder Koridor 4 - Stop 11,"""-3.041262302911135,104.7816277742808""","""-3.043351249840972,104.7851743655847""",0.457,1.42,19.3,Heavy,15.5
Angkot Feeder Koridor 4,2025-09-29,Monday,07:15:30,07:16:28,11,12,Angkot Feeder Koridor 4 - Stop 11,Angkot Feeder Koridor 4 - Stop 12,"""-3.043351249840972,104.7851743655847""","""-3.04568124545866,104.7850322070485""",0.26,0.98,15.9,Heavy,16.48
Angkot Feeder Koridor 4,2025-09-29,Monday,07:16:28,07:17:19,12,13,Angkot Feeder Koridor 4 - Stop 12,Angkot Feeder Koridor 4 - Stop 13,"""-3.04568124545866,104.7850322070485""","""-3.043336939006209,104.7852654278681""",0.262,0.84,18.8,Heavy,17.32
Angkot Feeder Koridor 4,2025-09-29,Monday,07:17:19,07:18:21,13,14,Angkot Feeder Koridor 4 - Stop 13,Angkot Feeder Koridor 4 - Stop 14,"""-3.043336939006209,104.7852654278681""","""-3.041830440130078,104.7823640274012""",0.363,1.03,21.2,Moderate,18.35
Angkot Feeder Koridor 4,2025-09-29,Monday,07:18:21,07:19:23,14,15,Angkot Feeder Koridor 4 - Stop 14,Angkot Feeder Koridor 4 - Stop 15,"""-3.041830440130078,104.7823640274012""","""-3.039324033006538,104.7810228033165""",0.316,1.04,18.2,Heavy,19.39
Angkot Feeder Koridor 4,2025-09-29,Monday,07:19:23,07:21:03,15,16,Angkot Feeder Koridor 4 - Stop 15,Angkot Feeder Koridor 4 - Stop 16,"""-3.039324033006538,104.7810228033165""","""-3.035634986084398,104.7797989774212""",0.432,1.66,15.6,Heavy,21.05
Angkot Feeder Koridor 4,2025-09-29,Monday,07:21:03,07:22:22,16,17,Angkot Feeder Koridor 4 - Stop 16,Angkot Feeder Koridor 4 - Stop 17,"""-3.035634986084398,104.7797989774212""","""-3.032944483948373,104.7788052375547""",0.319,1.32,14.5,Heavy,22.37
Angkot Feeder Koridor 4,2025-09-29,Monday,07:22:22,07:23:40,17,18,Angkot Feeder Koridor 4 - Stop 17,Angkot Feeder Koridor 4 - Stop 18,"""-3.032944483948373,104.7788052375547""","""-3.029274260826345,104.7775069859372""",0.433,1.3,20.0,Moderate,23.67
Angkot Feeder Koridor 4,2025-09-29,Monday,07:23:40,07:25:12,18,19,Angkot Feeder Koridor 4 - Stop 18,Angkot Feeder Koridor 4 - Stop 19,"""-3.029274260826345,104.7775069859372""","""-3.024898082294632,104.7759069975982""",0.518,1.53,20.3,Moderate,25.2
Angkot Feeder Koridor 4,2025-09-29,Monday,07:25:12,07:28:48,19,20,Angkot Feeder Koridor 4 - Stop 19,Angkot Feeder Koridor 4 - Stop 20,"""-3.024898082294632,104.7759069975982""","""-3.014877774578979,104.7746658477505""",1.123,3.61,18.6,Heavy,28.81
Angkot Feeder Koridor 4,2025-09-29,Monday,07:28:48,07:30:47,20,21,Angkot Feeder Koridor 4 - Stop 20,Angkot Feeder Koridor 4 - Stop 21,"""-3.014877774578979,104.7746658477505""","""-3.008924794563404,104.774785481406""",0.662,1.98,20.1,Moderate,30.79
Angkot Feeder Koridor 4,2025-09-29,Monday,07:30:47,07:32:33,21,22,Angkot Feeder Koridor 4 - Stop 21,Angkot Feeder Koridor 4 - Stop 22,"""-3.008924794563404,104.774785481406""","""-3.005227612135244,104.7726522348345""",0.474,1.76,16.2,Heavy,32.55
Angkot Feeder Koridor 4,2025-09-29,Monday,08:00:00,08:00:10,1,2,Angkot Feeder Koridor 4 - Stop 1,Angkot Feeder Koridor 4 - Stop 2,"""-3.005204983754517,104.7726462720486""","""-3.005744784879178,104.7729066386651""",0.067,0.18,21.9,Moderate,0.18
Angkot Feeder Koridor 4,2025-09-29,Monday,08:00:10,08:01:22,2,3,Angkot Feeder Koridor 4 - Stop 2,Angkot Feeder Koridor 4 - Stop 3,"""-3.005744784879178,104.7729066386651""","""-3.009332031971085,104.7746843946596""",0.445,1.19,22.5,Moderate,1.37
Angkot Feeder Koridor 4,2025-09-29,Monday,08:01:22,08:03:22,3,4,Angkot Feeder Koridor 4 - Stop 3,Angkot Feeder Koridor 4 - Stop 4,"""-3.009332031971085,104.7746843946596""","""-3.015864284319246,104.7744668154561""",0.727,2.01,21.7,Moderate,3.38
Angkot Feeder Koridor 4,2025-09-29,Monday,08:03:22,08:04:57,4,5,Angkot Feeder Koridor 4 - Stop 4,Angkot Feeder Koridor 4 - Stop 5,"""-3.015864284319246,104.7744668154561""","""-3.022004961845275,104.7747170296332""",0.683,1.57,26.1,Moderate,4.95
Angkot Feeder Koridor 4,2025-09-29,Monday,08:04:57,08:06:21,5,6,Angkot Feeder Koridor 4 - Stop 5,Angkot Feeder Koridor 4 - Stop 6,"""-3.022004961845275,104.7747170296332""","""-3.026429384841214,104.7744533506534""",0.493,1.4,21.0,Moderate,6.35
Angkot Feeder Koridor 4,2025-09-29,Monday,08:06:21,08:07:11,6,7,Angkot Feeder Koridor 4 - Stop 6,Angkot Feeder Koridor 4 - Stop 7,"""-3.026429384841214,104.7744533506534""","""-3.02778380876134,104.7769550339743""",0.316,0.84,22.7,Moderate,7.19
Angkot Feeder Koridor 4,2025-09-29,Monday,08:07:11,08:08:30,7,8,Angkot Feeder Koridor 4 - Stop 7,Angkot Feeder Koridor 4 - Stop 8,"""-3.02778380876134,104.7769550339743""","""-3.032151995308082,104.7785031099075""",0.515,1.31,23.6,Moderate,8.5
Angkot Feeder Koridor 4,2025-09-29,Monday,08:08:30,08:10:05,8,9,Angkot Feeder Koridor 4 - Stop 8,Angkot Feeder Koridor 4 - Stop 9,"""-3.032151995308082,104.7785031099075""","""-3.037042991091124,104.7802490443604""",0.577,1.59,21.8,Moderate,10.09
Angkot Feeder Koridor 4,2025-09-29,Monday,08:10:05,08:11:27,9,10,Angkot Feeder Koridor 4 - Stop 9,Angkot Feeder Koridor 4 - Stop 10,"""-3.037042991091124,104.7802490443604""","""-3.041262302911135,104.7816277742808""",0.494,1.36,21.8,Moderate,11.45
Angkot Feeder Koridor 4,2025-09-29,Monday,08:11:27,08:12:40,10,11,Angkot Feeder Koridor 4 - Stop 10,Angkot Feeder Koridor 4 - Stop 11,"""-3.041262302911135,104.7816277742808""","""-3.043351249840972,104.7851743655847""",0.457,1.23,22.3,Moderate,12.68
Angkot Feeder Koridor 4,2025-09-29,Monday,08:12:40,08:13:22,11,12,Angkot Feeder Koridor 4 - Stop 11,Angkot Feeder Koridor 4 - Stop 12,"""-3.043351249840972,104.7851743655847""","""-3.04568124545866,104.7850322070485""",0.26,0.69,22.7,Moderate,13.37
Angkot Feeder Koridor 4,2025-09-29,Monday,08:13:22,08:14:01,12,13,Angkot Feeder Koridor 4 - Stop 12,Angkot Feeder Koridor 4 - Stop 13,"""-3.04568124545866,104.7850322070485""","""-3.043336939006209,104.7852654278681""",0.262,0.66,23.8,Moderate,14.03
Angkot Feeder Koridor 4,2025-09-29,Monday,08:14:01,08:14:59,13,14,Angkot Feeder Koridor 4 - Stop 13,Angkot Feeder Koridor 4 - Stop 14,"""-3.043336939006209,104.7852654278681""","""-3.041830440130078,104.7823640274012""",0.363,0.96,22.8,Moderate,14.99
Angkot Feeder Koridor 4,2025-09-29,Monday,08:14:59,08:15:47,14,15,Angkot Feeder Koridor 4 - Stop 14,Angkot Feeder Koridor 4 - Stop 15,"""-3.041830440130078,104.7823640274012""","""-3.039324033006538,104.7810228033165""",0.316,0.8,23.6,Moderate,15.79
Angkot Feeder Koridor 4,2025-09-29,Monday,08:15:47,08:17:00,15,16,Angkot Feeder Koridor 4 - Stop 15,Angkot Feeder Koridor 4 - Stop 16,"""-3.039324033006538,104.7810228033165""","""-3.035634986084398,104.7797989774212""",0.432,1.21,21.4,Moderate,17.0
Angkot Feeder Koridor 4,2025-09-29,Monday,08:17:00,08:17:46,16,17,Angkot Feeder Koridor 4 - Stop 16,Angkot Feeder Koridor 4 - Stop 17,"""-3.035634986084398,104.7797989774212""","""-3.032944483948373,104.7788052375547""",0.319,0.77,24.8,Moderate,17.77
Angkot Feeder Koridor 4,2025-09-29,Monday,08:17:46,08:18:57,17,18,Angkot Feeder Koridor 4 - Stop 17,Angkot Feeder Koridor 4 - Stop 18,"""-3.032944483948373,104.7788052375547""","""-3.029274260826345,104.7775069859372""",0.433,1.18,22.1,Moderate,18.95
Angkot Feeder Koridor 4,2025-09-29,Monday,08:18:57,08:20:18,18,19,Angkot Feeder Koridor 4 - Stop 18,Angkot Feeder Koridor 4 - Stop 19,"""-3.029274260826345,104.7775069859372""","""-3.024898082294632,104.7759069975982""",0.518,1.35,22.9,Moderate,20.3
Angkot Feeder Koridor 4,2025-09-29,Monday,08:20:18,08:23:22,19,20,Angkot Feeder Koridor 4 - Stop 19,Angkot Feeder Koridor 4 - Stop 20,"""-3.024898082294632,104.7759069975982""","""-3.014877774578979,104.7746658477505""",1.123,3.08,21.9,Moderate,23.38
Angkot Feeder Koridor 4,2025-09-29,Monday,08:23:22,08:25:07,20,21,Angkot Feeder Koridor 4 - Stop 20,Angkot Feeder Koridor 4 - Stop 21,"""-3.014877774578979,104.7746658477505""","""-3.008924794563404,104.774785481406""",0.662,1.75,22.7,Moderate,25.13
Angkot Feeder Koridor 4,2025-09-29,Monday,08:25:07,08:26:22,21,22,Angkot Feeder Koridor 4 - Stop 21,Angkot Feeder Koridor 4 - Stop 22,"""-3.008924794563404,104.774785481406""","""-3.005227612135244,104.7726522348345""",0.474,1.25,22.7,Moderate,26.38
Angkot Feeder Koridor 4,2025-09-29,Monday,09:00:00,09:00:08,1,2,Angkot Feeder Koridor 4 - Stop 1,Angkot Feeder Koridor 4 - Stop 2,"""-3.005204983754517,104.7726462720486""","""-3.005744784879178,104.7729066386651""",0.067,0.14,28.3,Light,0.14
Angkot Feeder Koridor 4,2025-09-29,Monday,09:00:08,09:01:20,2,3,Angkot Feeder Koridor 4 - Stop 2,Angkot Feeder Koridor 4 - Stop 3,"""-3.005744784879178,104.7729066386651""","""-3.009332031971085,104.7746843946596""",0.445,1.2,22.3,Moderate,1.34
Angkot Feeder Koridor 4,2025-09-29,Monday,09:01:20,09:03:04,3,4,Angkot Feeder Koridor 4 - Stop 3,Angkot Feeder Koridor 4 - Stop 4,"""-3.009332031971085,104.7746843946596""","""-3.015864284319246,104.7744668154561""",0.727,1.73,25.2,Moderate,3.07
Angkot Feeder Koridor 4,2025-09-29,Monday,09:03:04,09:04:51,4,5,Angkot Feeder Koridor 4 - Stop 4,Angkot Feeder Koridor 4 - Stop 5,"""-3.015864284319246,104.7744668154561""","""-3.022004961845275,104.7747170296332""",0.683,1.79,22.9,Moderate,4.86
Angkot Feeder Koridor 4,2025-09-29,Monday,09:04:51,09:06:05,5,6,Angkot Feeder Koridor 4 - Stop 5,Angkot Feeder Koridor 4 - Stop 6,"""-3.022004961845275,104.7747170296332""","""-3.026429384841214,104.7744533506534""",0.493,1.23,24.0,Moderate,6.09
Angkot Feeder Koridor 4,2025-09-29,Monday,09:06:05,09:06:51,6,7,Angkot Feeder Koridor 4 - Stop 6,Angkot Feeder Koridor 4 - Stop 7,"""-3.026429384841214,104.7744533506534""","""-3.02778380876134,104.7769550339743""",0.316,0.76,25.1,Moderate,6.85
Angkot Feeder Koridor 4,2025-09-29,Monday,09:06:51,09:08:09,7,8,Angkot Feeder Koridor 4 - Stop 7,Angkot Feeder Koridor 4 - Stop 8,"""-3.02778380876134,104.7769550339743""","""-3.032151995308082,104.7785031099075""",0.515,1.3,23.7,Moderate,8.15
Angkot Feeder Koridor 4,2025-09-29,Monday,09:08:09,09:09:33,8,9,Angkot Feeder Koridor 4 - Stop 8,Angkot Feeder Koridor 4 - Stop 9,"""-3.032151995308082,104.7785031099075""","""-3.037042991091124,104.7802490443604""",0.577,1.4,24.7,Moderate,9.55
Angkot Feeder Koridor 4,2025-09-29,Monday,09:09:33,09:10:34,9,10,Angkot Feeder Koridor 4 - Stop 9,Angkot Feeder Koridor 4 - Stop 10,"""-3.037042991091124,104.7802490443604""","""-3.041262302911135,104.7816277742808""",0.494,1.03,28.7,Light,10.58
Angkot Feeder Koridor 4,2025-09-29,Monday,09:10:34,09:11:31,10,11,Angkot Feeder Koridor 4 - Stop 10,Angkot Feeder Koridor 4 - Stop 11,"""-3.041262302911135,104.7816277742808""","""-3.043351249840972,104.7851743655847""",0.457,0.95,29.0,Light,11.53
Angkot Feeder Koridor 4,2025-09-29,Monday,09:11:31,09:12:06,11,12,Angkot Feeder Koridor 4 - Stop 11,Angkot Feeder Koridor 4 - Stop 12,"""-3.043351249840972,104.7851743655847""","""-3.04568124545866,104.7850322070485""",0.26,0.58,27.0,Light,12.11
Angkot Feeder Koridor 4,2025-09-29,Monday,09:12:06,09:12:44,12,13,Angkot Feeder Koridor 4 - Stop 12,Angkot Feeder Koridor 4 - Stop 13,"""-3.04568124545866,104.7850322070485""","""-3.043336939006209,104.7852654278681""",0.262,0.63,25.0,Moderate,12.74
Angkot Feeder Koridor 4,2025-09-29,Monday,09:12:44,09:13:36,13,14,Angkot Feeder Koridor 4 - Stop 13,Angkot Feeder Koridor 4 - Stop 14,"""-3.043336939006209,104.7852654278681""","""-3.041830440130078,104.7823640274012""",0.363,0.86,25.3,Moderate,13.6
Angkot Feeder Koridor 4,2025-09-29,Monday,09:13:36,09:14:19,14,15,Angkot Feeder Koridor 4 - Stop 14,Angkot Feeder Koridor 4 - Stop 15,"""-3.041830440130078,104.7823640274012""","""-3.039324033006538,104.7810228033165""",0.316,0.73,25.9,Moderate,14.33
Angkot Feeder Koridor 4,2025-09-29,Monday,09:14:19,09:15:28,15,16,Angkot Feeder Koridor 4 - Stop 15,Angkot Feeder Koridor 4 - Stop 16,"""-3.039324033006538,104.7810228033165""","""-3.035634986084398,104.7797989774212""",0.432,1.15,22.5,Moderate,15.48
Angkot Feeder Koridor 4,2025-09-29,Monday,09:15:28,09:16:17,16,17,Angkot Feeder Koridor 4 - Stop 16,Angkot Feeder Koridor 4 - Stop 17,"""-3.035634986084398,104.7797989774212""","""-3.032944483948373,104.7788052375547""",0.319,0.81,23.6,Moderate,16.29
Angkot Feeder Koridor 4,2025-09-29,Monday,09:16:17,09:17:22,17,18,Angkot Feeder Koridor 4 - Stop 17,Angkot Feeder Koridor 4 - Stop 18,"""-3.032944483948373,104.7788052375547""","""-3.029274260826345,104.7775069859372""",0.433,1.09,23.8,Moderate,17.38
Angkot Feeder Koridor 4,2025-09-29,Monday,09:17:22,09:18:32,18,19,Angkot Feeder Koridor 4 - Stop 18,Angkot Feeder Koridor 4 - Stop 19,"""-3.029274260826345,104.7775069859372""","""-3.024898082294632,104.7759069975982""",0.518,1.16,26.9,Moderate,18.54
Angkot Feeder Koridor 4,2025-09-29,Monday,09:18:32,09:21:04,19,20,Angkot Feeder Koridor 4 - Stop 19,Angkot Feeder Koridor 4 - Stop 20,"""-3.024898082294632,104.7759069975982""","""-3.014877774578979,104.7746658477505""",1.123,2.53,26.6,Moderate,21.07
Angkot Feeder Koridor 4,2025-09-29,Monday,09:21:04,09:22:44,20,21,Angkot Feeder Koridor 4 - Stop 20,Angkot Feeder Koridor 4 - Stop 21,"""-3.014877774578979,104.7746658477505""","""-3.008924794563404,104.774785481406""",0.662,1.67,23.8,Moderate,22.74
Angkot Feeder Koridor 4,2025-09-29,Monday,09:22:44,09:23:49,21,22,Angkot Feeder Koridor 4 - Stop 21,Angkot Feeder Koridor 4 - Stop 22,"""-3.008924794563404,104.774785481406""","""-3.005227612135244,104.7726522348345""",0.474,1.09,26.2,Moderate,23.83
Angkot Feeder Koridor 4,2025-09-29,Monday,10:00:00,10:00:09,1,2,Angkot Feeder Koridor 4 - Stop 1,Angkot Feeder Koridor 4 - Stop 2,"""-3.005204983754517,104.7726462720486""","""-3.005744784879178,104.7729066386651""",0.067,0.15,26.3,Moderate,0.15
Angkot Feeder Koridor 4,2025-09-29,Monday,10:00:09,10:01:21,2,3,Angkot Feeder Koridor 4 - Stop 2,Angkot Feeder Koridor 4 - Stop 3,"""-3.005744784879178,104.7729066386651""","""-3.009332031971085,104.7746843946596""",0.445,1.21,22.1,Moderate,1.36
Angkot Feeder Koridor 4,2025-09-29,Monday,10:01:21,10:03:07,3,4,Angkot Feeder Koridor 4 - Stop 3,Angkot Feeder Koridor 4 - Stop 4,"""-3.009332031971085,104.7746843946596""","""-3.015864284319246,104.7744668154561""",0.727,1.77,24.6,Moderate,3.13
Angkot Feeder Koridor 4,2025-09-29,Monday,10:03:07,10:04:45,4,5,Angkot Feeder Koridor 4 - Stop 4,Angkot Feeder Koridor 4 - Stop 5,"""-3.015864284319246,104.7744668154561""","""-3.022004961845275,104.7747170296332""",0.683,1.62,25.3,Moderate,4.75
Angkot Feeder Koridor 4,2025-09-29,Monday,10:04:45,10:05:55,5,6,Angkot Feeder Koridor 4 - Stop 5,Angkot Feeder Koridor 4 - Stop 6,"""-3.022004961845275,104.7747170296332""","""-3.026429384841214,104.7744533506534""",0.493,1.17,25.2,Moderate,5.92
Angkot Feeder Koridor 4,2025-09-29,Monday,10:05:55,10:06:37,6,7,Angkot Feeder Koridor 4 - Stop 6,Angkot Feeder Koridor 4 - Stop 7,"""-3.026429384841214,104.7744533506534""","""-3.02778380876134,104.7769550339743""",0.316,0.71,26.7,Moderate,6.63
Angkot Feeder Koridor 4,2025-09-29,Monday,10:06:37,10:07:51,7,8,Angkot Feeder Koridor 4 - Stop 7,Angkot Feeder Koridor 4 - Stop 8,"""-3.02778380876134,104.7769550339743""","""-3.032151995308082,104.7785031099075""",0.515,1.22,25.4,Moderate,7.85
Angkot Feeder Koridor 4,2025-09-29,Monday,10:07:51,10:09:20,8,9,Angkot Feeder Koridor 4 - Stop 8,Angkot Feeder Koridor 4 - Stop 9,"""-3.032151995308082,104.7785031099075""","""-3.037042991091124,104.7802490443604""",0.577,1.49,23.2,Moderate,9.34
Angkot Feeder Koridor 4,2025-09-29,Monday,10:09:20,10:10:24,9,10,Angkot Feeder Koridor 4 - Stop 9,Angkot Feeder Koridor 4 - Stop 10,"""-3.037042991091124,104.7802490443604""","""-3.041262302911135,104.7816277742808""",0.494,1.07,27.6,Light,10.41
Angkot Feeder Koridor 4,2025-09-29,Monday,10:10:24,10:11:28,10,11,Angkot Feeder Koridor 4 - Stop 10,Angkot Feeder Koridor 4 - Stop 11,"""-3.041262302911135,104.7816277742808""","""-3.043351249840972,104.7851743655847""",0.457,1.06,25.9,Moderate,11.47
