corridor,date,day_of_week,departure_time,arrival_time,from_stop,to_stop,from_name,to_name,from_coord,to_coord,distance_km,travel_time_min,effective_speed_kmh,traffic_condition,cumulative_time_min
Angkot Feeder Koridor 3,2025-09-29,Monday,06:21:03,06:21:40,14,15,Angkot Feeder Koridor 3 - Stop 14,Angkot Feeder Koridor 3 - Stop 15,"""-2.918960456946993,104.7115207853648""","""-2.920535457337257,104.711574770007""",0.175,0.61,17.2,Heavy,21.67
Angkot Feeder Koridor 3,2025-09-29,Monday,06:21:40,06:23:09,15,16,Angkot Feeder Koridor 3 - Stop 15,Angkot Feeder Koridor 3 - Stop 16,"""-2.920535457337257,104.711574770007""","""-2.920694881410357,104.7083437927622""",0.359,1.49,14.5,Heavy,23.16
Angkot Feeder Koridor 3,2025-09-29,Monday,06:23:09,06:25:33,16,17,Angkot Feeder Koridor 3 - Stop 16,Angkot Feeder Koridor 3 - Stop 17,"""-2.920694881410357,104.7083437927622""","""-2.914776321057758,104.7037924469554""",0.83,2.39,20.8,Moderate,25.55
Angkot Feeder Koridor 3,2025-09-29,Monday,06:25:33,06:30:47,17,18,Angkot Feeder Koridor 3 - Stop 17,Angkot Feeder Koridor 3 - Stop 18,"""-2.914776321057758,104.7037924469554""","""-2.904185138225717,104.6993197641736""",1.278,5.24,14.6,Heavy,30.79
Angkot Feeder Koridor 3,2025-09-29,Monday,06:30:47,06:33:48,18,19,Angkot Feeder Koridor 3 - Stop 18,Angkot Feeder Koridor 3 - Stop 19,"""-2.904185138225717,104.6993197641736""","""-2.89861478934008,104.6952400202495""",0.767,3.02,15.2,Heavy,33.81
Angkot Feeder Koridor 3,2025-09-29,Monday,06:33:48,06:36:15,19,20,Angkot Feeder Koridor 3 - Stop 19,Angkot Feeder Koridor 3 - Stop 20,"""-2.89861478934008,104.6952400202495""","""-2.895942719956195,104.6889658903578""",0.757,2.45,18.5,Heavy,36.26
Angkot Feeder Koridor 3,2025-09-29,Monday,06:36:15,06:38:12,20,21,Angkot Feeder Koridor 3 - Stop 20,Angkot Feeder Koridor 3 - Stop 21,"""-2.895942719956195,104.6889658903578""","""-2.894671029036837,104.6838465356945""",0.586,1.94,18.1,Heavy,38.2
Angkot Feeder Koridor 3,2025-09-29,Monday,07:00:00,07:01:49,1,2,Angkot Feeder Koridor 3 - Stop 1,Angkot Feeder Koridor 3 - Stop 2,"""-2.89389284877743,104.6803438618357""","""-2.894903571937648,104.6846304695676""",0.489,1.83,16.0,Heavy,1.83
Angkot Feeder Koridor 3,2025-09-29,Monday,07:01:49,07:03:22,2,3,Angkot Feeder Koridor 3 - Stop 2,Angkot Feeder Koridor 3 - Stop 3,"""-2.894903571937648,104.6846304695676""","""-2.895986040786787,104.6889176816071""",0.491,1.55,19.0,Heavy,3.38
Angkot Feeder Koridor 3,2025-09-29,Monday,07:03:22,07:04:25,3,4,Angkot Feeder Koridor 3 - Stop 3,Angkot Feeder Koridor 3 - Stop 4,"""-2.895986040786787,104.6889176816071""","""-2.896768613563925,104.6918115579588""",0.333,1.05,19.0,Heavy,4.43
Angkot Feeder Koridor 3,2025-09-29,Monday,07:04:25,07:07:03,4,5,Angkot Feeder Koridor 3 - Stop 4,Angkot Feeder Koridor 3 - Stop 5,"""-2.896768613563925,104.6918115579588""","""-2.899298221466181,104.6972687598111""",0.668,2.63,15.2,Heavy,7.06
Angkot Feeder Koridor 3,2025-09-29,Monday,07:07:03,07:08:35,5,6,Angkot Feeder Koridor 3 - Stop 5,Angkot Feeder Koridor 3 - Stop 6,"""-2.899298221466181,104.6972687598111""","""-2.902599591846821,104.6991293008667""",0.421,1.53,16.5,Heavy,8.59
Angkot Feeder Koridor 3,2025-09-29,Monday,07:08:35,07:10:54,6,7,Angkot Feeder Koridor 3 - Stop 6,Angkot Feeder Koridor 3 - Stop 7,"""-2.902599591846821,104.6991293008667""","""-2.908863674898944,104.7001833717805""",0.706,2.31,18.3,Heavy,10.9
Angkot Feeder Koridor 3,2025-09-29,Monday,07:10:54,07:14:19,7,8,Angkot Feeder Koridor 3 - Stop 7,Angkot Feeder Koridor 3 - Stop 8,"""-2.908863674898944,104.7001833717805""","""-2.916797563790868,104.7049750111361""",1.03,3.43,18.0,Heavy,14.33
Angkot Feeder Koridor 3,2025-09-29,Monday,07:14:19,07:16:03,8,9,Angkot Feeder Koridor 3 - Stop 8,Angkot Feeder Koridor 3 - Stop 9,"""-2.916797563790868,104.7049750111361""","""-2.920560479723129,104.7080362262525""",0.539,1.73,18.7,Heavy,16.06
Angkot Feeder Koridor 3,2025-09-29,Monday,07:16:03,07:17:27,9,10,Angkot Feeder Koridor 3 - Stop 9,Angkot Feeder Koridor 3 - Stop 10,"""-2.920560479723129,104.7080362262525""","""-2.922913487390877,104.7106678152606""",0.392,1.39,17.0,Heavy,17.45
Angkot Feeder Koridor 3,2025-09-29,Monday,07:17:27,07:18:02,10,11,Angkot Feeder Koridor 3 - Stop 10,Angkot Feeder Koridor 3 - Stop 11,"""-2.922913487390877,104.7106678152606""","""-2.921742560781174,104.7115970457786""",0.166,0.59,17.0,Heavy,18.04
Angkot Feeder Koridor 3,2025-09-29,Monday,07:18:02,07:19:37,11,12,Angkot Feeder Koridor 3 - Stop 11,Angkot Feeder Koridor 3 - Stop 12,"""-2.921742560781174,104.7115970457786""","""-2.91787610942034,104.7120653521518""",0.433,1.59,16.4,Heavy,19.63
Angkot Feeder Koridor 3,2025-09-29,Monday,07:19:37,07:20:18,12,13,Angkot Feeder Koridor 3 - Stop 12,Angkot Feeder Koridor 3 - Stop 13,"""-2.91787610942034,104.7120653521518""","""-2.916021956938102,104.7121472901953""",0.206,0.68,18.1,Heavy,20.31
Angkot Feeder Koridor 3,2025-09-29,Monday,07:20:18,07:21:16,13,14,Angkot Feeder Koridor 3 - Stop 13,Angkot Feeder Koridor 3 - Stop 14,"""-2.916021956938102,104.7121472901953""","""-2.918960456946993,104.7115207853648""",0.334,0.96,20.8,Moderate,21.27
Angkot Feeder Koridor 3,2025-09-29,Monday,07:21:16,07:21:51,14,15,Angkot Feeder Koridor 3 - Stop 14,Angkot Feeder Koridor 3 - Stop 15,"""-2.918960456946993,104.7115207853648""","""-2.920535457337257,104.711574770007""",0.175,0.58,18.2,Heavy,21.85
Angkot Feeder Koridor 3,2025-09-29,Monday,07:21:51,07:23:01,15,16,Angkot Feeder Koridor 3 - Stop 15,Angkot Feeder Koridor 3 - Stop 16,"""-2.920535457337257,104.711574770007""","""-2.920694881410357,104.7083437927622""",0.359,1.18,18.3,Heavy,23.03
Angkot Feeder Koridor 3,2025-09-29,Monday,07:23:01,07:25:47,16,17,Angkot Feeder Koridor 3 - Stop 16,Angkot Feeder Koridor 3 - Stop 17,"""-2.920694881410357,104.7083437927622""","""-2.914776321057758,104.7037924469554""",0.83,2.76,18.1,Heavy,25.79
Angkot Feeder Koridor 3,2025-09-29,Monday,07:25:47,07:30:30,17,18,Angkot Feeder Koridor 3 - Stop 17,Angkot Feeder Koridor 3 - Stop 18,"""-2.914776321057758,104.7037924469554""","""-2.904185138225717,104.6993197641736""",1.278,4.72,16.3,Heavy,30.51
Angkot Feeder Koridor 3,2025-09-29,Monday,07:30:30,07:32:49,18,19,Angkot Feeder Koridor 3 - Stop 18,Angkot Feeder Koridor 3 - Stop 19,"""-2.904185138225717,104.6993197641736""","""-2.89861478934008,104.6952400202495""",0.767,2.32,19.9,Heavy,32.83
Angkot Feeder Koridor 3,2025-09-29,Monday,07:32:49,07:35:01,19,20,Angkot Feeder Koridor 3 - Stop 19,Angkot Feeder Koridor 3 - Stop 20,"""-2.89861478934008,104.6952400202495""","""-2.895942719956195,104.6889658903578""",0.757,2.19,20.8,Moderate,35.02
Angkot Feeder Koridor 3,2025-09-29,Monday,07:35:01,07:36:54,20,21,Angkot Feeder Koridor 3 - Stop 20,Angkot Feeder Koridor 3 - Stop 21,"""-2.895942719956195,104.6889658903578""","""-2.894671029036837,104.6838465356945""",0.586,1.88,18.7,Heavy,36.9
Angkot Feeder Koridor 3,2025-09-29,Monday,08:00:00,08:01:16,1,2,Angkot Feeder Koridor 3 - Stop 1,Angkot Feeder Koridor 3 - Stop 2,"""-2.89389284877743,104.6803438618357""","""-2.894903571937648,104.6846304695676""",0.489,1.28,22.9,Moderate,1.28
Angkot Feeder Koridor 3,2025-09-29,Monday,08:01:16,08:02:36,2,3,Angkot Feeder Koridor 3 - Stop 2,Angkot Feeder Koridor 3 - Stop 3,"""-2.894903571937648,104.6846304695676""","""-2.895986040786787,104.6889176816071""",0.491,1.32,22.4,Moderate,2.6
Angkot Feeder Koridor 3,2025-09-29,Monday,08:02:36,08:03:27,3,4,Angkot Feeder Koridor 3 - Stop 3,Angkot Feeder Koridor 3 - Stop 4,"""-2.895986040786787,104.6889176816071""","""-2.896768613563925,104.6918115579588""",0.333,0.85,23.6,Moderate,3.45
Angkot Feeder Koridor 3,2025-09-29,Monday,08:03:27,08:05:24,4,5,Angkot Feeder Koridor 3 - Stop 4,Angkot Feeder Koridor 3 - Stop 5,"""-2.896768613563925,104.6918115579588""","""-2.899298221466181,104.6972687598111""",0.668,1.95,20.6,Moderate,5.4
Angkot Feeder Koridor 3,2025-09-29,Monday,08:05:24,08:06:33,5,6,Angkot Feeder Koridor 3 - Stop 5,Angkot Feeder Koridor 3 - Stop 6,"""-2.899298221466181,104.6972687598111""","""-2.902599591846821,104.6991293008667""",0.421,1.15,22.0,Moderate,6.55
Angkot Feeder Koridor 3,2025-09-29,Monday,08:06:33,08:08:18,6,7,Angkot Feeder Koridor 3 - Stop 6,Angkot Feeder Koridor 3 - Stop 7,"""-2.902599591846821,104.6991293008667""","""-2.908863674898944,104.7001833717805""",0.706,1.76,24.0,Moderate,8.31
Angkot Feeder Koridor 3,2025-09-29,Monday,08:08:18,08:11:02,7,8,Angkot Feeder Koridor 3 - Stop 7,Angkot Feeder Koridor 3 - Stop 8,"""-2.908863674898944,104.7001833717805""","""-2.916797563790868,104.7049750111361""",1.03,2.73,22.6,Moderate,11.04
Angkot Feeder Koridor 3,2025-09-29,Monday,08:11:02,08:12:36,8,9,Angkot Feeder Koridor 3 - Stop 8,Angkot Feeder Koridor 3 - Stop 9,"""-2.916797563790868,104.7049750111361""","""-2.920560479723129,104.7080362262525""",0.539,1.57,20.6,Moderate,12.61
Angkot Feeder Koridor 3,2025-09-29,Monday,08:12:36,08:13:31,9,10,Angkot Feeder Koridor 3 - Stop 9,Angkot Feeder Koridor 3 - Stop 10,"""-2.920560479723129,104.7080362262525""","""-2.922913487390877,104.7106678152606""",0.392,0.91,25.8,Moderate,13.52
Angkot Feeder Koridor 3,2025-09-29,Monday,08:13:31,08:14:00,10,11,Angkot Feeder Koridor 3 - Stop 10,Angkot Feeder Koridor 3 - Stop 11,"""-2.922913487390877,104.7106678152606""","""-2.921742560781174,104.7115970457786""",0.166,0.49,20.2,Moderate,14.01
Angkot Feeder Koridor 3,2025-09-29,Monday,08:14:00,08:15:04,11,12,Angkot Feeder Koridor 3 - Stop 11,Angkot Feeder Koridor 3 - Stop 12,"""-2.921742560781174,104.7115970457786""","""-2.91787610942034,104.7120653521518""",0.433,1.07,24.3,Moderate,15.08
Angkot Feeder Koridor 3,2025-09-29,Monday,08:15:04,08:15:36,12,13,Angkot Feeder Koridor 3 - Stop 12,Angkot Feeder Koridor 3 - Stop 13,"""-2.91787610942034,104.7120653521518""","""-2.916021956938102,104.7121472901953""",0.206,0.53,23.1,Moderate,15.61
Angkot Feeder Koridor 3,2025-09-29,Monday,08:15:36,08:16:30,13,14,Angkot Feeder Koridor 3 - Stop 13,Angkot Feeder Koridor 3 - Stop 14,"""-2.916021956938102,104.7121472901953""","""-2.918960456946993,104.7115207853648""",0.334,0.89,22.5,Moderate,16.5
Angkot Feeder Koridor 3,2025-09-29,Monday,08:16:30,08:16:57,14,15,Angkot Feeder Koridor 3 - Stop 14,Angkot Feeder Koridor 3 - Stop 15,"""-2.918960456946993,104.7115207853648""","""-2.920535457337257,104.711574770007""",0.175,0.45,23.6,Moderate,16.95
Angkot Feeder Koridor 3,2025-09-29,Monday,08:16:57,08:17:49,15,16,Angkot Feeder Koridor 3 - Stop 15,Angkot Feeder Koridor 3 - Stop 16,"""-2.920535457337257,104.711574770007""","""-2.920694881410357,104.7083437927622""",0.359,0.87,24.9,Moderate,17.82
Angkot Feeder Koridor 3,2025-09-29,Monday,08:17:49,08:20:10,16,17,Angkot Feeder Koridor 3 - Stop 16,Angkot Feeder Koridor 3 - Stop 17,"""-2.920694881410357,104.7083437927622""","""-2.914776321057758,104.7037924469554""",0.83,2.36,21.1,Moderate,20.18
Angkot Feeder Koridor 3,2025-09-29,Monday,08:20:10,08:23:47,17,18,Angkot Feeder Koridor 3 - Stop 17,Angkot Feeder Koridor 3 - Stop 18,"""-2.914776321057758,104.7037924469554""","""-2.904185138225717,104.6993197641736""",1.278,3.61,21.3,Moderate,23.79
Angkot Feeder Koridor 3,2025-09-29,Monday,08:23:47,08:25:48,18,19,Angkot Feeder Koridor 3 - Stop 18,Angkot Feeder Koridor 3 - Stop 19,"""-2.904185138225717,104.6993197641736""","""-2.89861478934008,104.6952400202495""",0.767,2.02,22.8,Moderate,25.81
Angkot Feeder Koridor 3,2025-09-29,Monday,08:25:48,08:27:40,19,20,Angkot Feeder Koridor 3 - Stop 19,Angkot Feeder Koridor 3 - Stop 20,"""-2.89861478934008,104.6952400202495""","""-2.895942719956195,104.6889658903578""",0.757,1.86,24.4,Moderate,27.67
Angkot Feeder Koridor 3,2025-09-29,Monday,08:27:40,08:29:07,20,21,Angkot Feeder Koridor 3 - Stop 20,Angkot Feeder Koridor 3 - Stop 21,"""-2.895942719956195,104.6889658903578""","""-2.894671029036837,104.6838465356945""",0.586,1.46,24.1,Moderate,29.13
Angkot Feeder Koridor 3,2025-09-29,Monday,09:00:00,09:01:13,1,2,Angkot Feeder Koridor 3 - Stop 1,Angkot Feeder Koridor 3 - Stop 2,"""-2.89389284877743,104.6803438618357""","""-2.894903571937648,104.6846304695676""",0.489,1.22,24.1,Moderate,1.22
Angkot Feeder Koridor 3,2025-09-29,Monday,09:01:13,09:02:19,2,3,Angkot Feeder Koridor 3 - Stop 2,Angkot Feeder Koridor 3 - Stop 3,"""-2.894903571937648,104.6846304695676""","""-2.895986040786787,104.6889176816071""",0.491,1.1,26.8,Moderate,2.32
Angkot Feeder Koridor 3,2025-09-29,Monday,09:02:19,09:03:06,3,4,Angkot Feeder Koridor 3 - Stop 3,Angkot Feeder Koridor 3 - Stop 4,"""-2.895986040786787,104.6889176816071""","""-2.896768613563925,104.6918115579588""",0.333,0.78,25.7,Moderate,3.1
Angkot Feeder Koridor 3,2025-09-29,Monday,09:03:06,09:04:29,4,5,Angkot Feeder Koridor 3 - Stop 4,Angkot Feeder Koridor 3 - Stop 5,"""-2.896768613563925,104.6918115579588""","""-2.899298221466181,104.6972687598111""",0.668,1.39,28.8,Light,4.49
Angkot Feeder Koridor 3,2025-09-29,Monday,09:04:29,09:05:33,5,6,Angkot Feeder Koridor 3 - Stop 5,Angkot Feeder Koridor 3 - Stop 6,"""-2.899298221466181,104.6972687598111""","""-2.902599591846821,104.6991293008667""",0.421,1.06,23.7,Moderate,5.55
Angkot Feeder Koridor 3,2025-09-29,Monday,09:05:33,09:07:10,6,7,Angkot Feeder Koridor 3 - Stop 6,Angkot Feeder Koridor 3 - Stop 7,"""-2.902599591846821,104.6991293008667""","""-2.908863674898944,104.7001833717805""",0.706,1.62,26.1,Moderate,7.17
Angkot Feeder Koridor 3,2025-09-29,Monday,09:07:10,09:09:43,7,8,Angkot Feeder Koridor 3 - Stop 7,Angkot Feeder Koridor 3 - Stop 8,"""-2.908863674898944,104.7001833717805""","""-2.916797563790868,104.7049750111361""",1.03,2.56,24.1,Moderate,9.73
Angkot Feeder Koridor 3,2025-09-29,Monday,09:09:43,09:11:01,8,9,Angkot Feeder Koridor 3 - Stop 8,Angkot Feeder Koridor 3 - Stop 9,"""-2.916797563790868,104.7049750111361""","""-2.920560479723129,104.7080362262525""",0.539,1.3,24.9,Moderate,11.03
Angkot Feeder Koridor 3,2025-09-29,Monday,09:11:01,09:11:52,9,10,Angkot Feeder Koridor 3 - Stop 9,Angkot Feeder Koridor 3 - Stop 10,"""-2.920560479723129,104.7080362262525""","""-2.922913487390877,104.7106678152606""",0.392,0.85,27.6,Light,11.88
Angkot Feeder Koridor 3,2025-09-29,Monday,09:11:52,09:12:16,10,11,Angkot Feeder Koridor 3 - Stop 10,Angkot Feeder Koridor 3 - Stop 11,"""-2.922913487390877,104.7106678152606""","""-2.921742560781174,104.7115970457786""",0.166,0.4,24.8,Moderate,12.28
Angkot Feeder Koridor 3,2025-09-29,Monday,09:12:16,09:13:13,11,12,Angkot Feeder Koridor 3 - Stop 11,Angkot Feeder Koridor 3 - Stop 12,"""-2.921742560781174,104.7115970457786""","""-2.91787610942034,104.7120653521518""",0.433,0.94,27.6,Light,13.22
Angkot Feeder Koridor 3,2025-09-29,Monday,09:13:13,09:13:43,12,13,Angkot Feeder Koridor 3 - Stop 12,Angkot Feeder Koridor 3 - Stop 13,"""-2.91787610942034,104.7120653521518""","""-2.916021956938102,104.7121472901953""",0.206,0.51,24.4,Moderate,13.73
Angkot Feeder Koridor 3,2025-09-29,Monday,09:13:43,09:14:29,13,14,Angkot Feeder Koridor 3 - Stop 13,Angkot Feeder Koridor 3 - Stop 14,"""-2.916021956938102,104.7121472901953""","""-2.918960456946993,104.7115207853648""",0.334,0.76,26.3,Moderate,14.49
Angkot Feeder Koridor 3,2025-09-29,Monday,09:14:29,09:14:55,14,15,Angkot Feeder Koridor 3 - Stop 14,Angkot Feeder Koridor 3 - Stop 15,"""-2.918960456946993,104.7115207853648""","""-2.920535457337257,104.711574770007""",0.175,0.43,24.5,Moderate,14.92
Angkot Feeder Koridor 3,2025-09-29,Monday,09:14:55,09:15:47,15,16,Angkot Feeder Koridor 3 - Stop 15,Angkot Feeder Koridor 3 - Stop 16,"""-2.920535457337257,104.711574770007""","""-2.920694881410357,104.7083437927622""",0.359,0.87,24.9,Moderate,15.79
Angkot Feeder Koridor 3,2025-09-29,Monday,09:15:47,09:17:40,16,17,Angkot Feeder Koridor 3 - Stop 16,Angkot Feeder Koridor 3 - Stop 17,"""-2.920694881410357,104.7083437927622""","""-2.914776321057758,104.7037924469554""",0.83,1.88,26.5,Moderate,17.67
Angkot Feeder Koridor 3,2025-09-29,Monday,09:17:40,09:20:54,17,18,Angkot Feeder Koridor 3 - Stop 17,Angkot Feeder Koridor 3 - Stop 18,"""-2.914776321057758,104.7037924469554""","""-2.904185138225717,104.6993197641736""",1.278,3.23,23.7,Moderate,20.9
Angkot Feeder Koridor 3,2025-09-29,Monday,09:20:54,09:22:37,18,19,Angkot Feeder Koridor 3 - Stop 18,Angkot Feeder Koridor 3 - Stop 19,"""-2.904185138225717,104.6993197641736""","""-2.89861478934008,104.6952400202495""",0.767,1.72,26.8,Moderate,22.62
Angkot Feeder Koridor 3,2025-09-29,Monday,09:22:37,09:24:31,19,20,Angkot Feeder Koridor 3 - Stop 19,Angkot Feeder Koridor 3 - Stop 20,"""-2.89861478934008,104.6952400202495""","""-2.895942719956195,104.6889658903578""",0.757,1.9,23.9,Moderate,24.52
Angkot Feeder Koridor 3,2025-09-29,Monday,09:24:31,09:25:55,20,21,Angkot Feeder Koridor 3 - Stop 20,Angkot Feeder Koridor 3 - Stop 21,"""-2.895942719956195,104.6889658903578""","""-2.894671029036837,104.6838465356945""",0.586,1.4,25.2,Moderate,25.92
Angkot Feeder Koridor 3,2025-09-29,Monday,10:00:00,10:01:13,1,2,Angkot Feeder Koridor 3 - Stop 1,Angkot Feeder Koridor 3 - Stop 2,"""-2.89389284877743,104.6803438618357""","""-2.894903571937648,104.6846304695676""",0.489,1.23,23.8,Moderate,1.23
Angkot Feeder Koridor 3,2025-09-29,Monday,10:01:13,10:02:27,2,3,Angkot Feeder Koridor 3 - Stop 2,Angkot Feeder Koridor 3 - Stop 3,"""-2.894903571937648,104.6846304695676""","""-2.895986040786787,104.6889176816071""",0.491,1.22,24.2,Moderate,2.45
Angkot Feeder Koridor 3,2025-09-29,Monday,10:02:27,10:03:09,3,4,Angkot Feeder Koridor 3 - Stop 3,Angkot Feeder Koridor 3 - Stop 4,"""-2.895986040786787,104.6889176816071""","""-2.896768613563925,104.6918115579588""",0.333,0.71,28.1,Light,3.16
Angkot Feeder Koridor 3,2025-09-29,Monday,10:03:09,10:04:45,4,5,Angkot Feeder Koridor 3 - Stop 4,Angkot Feeder Koridor 3 - Stop 5,"""-2.896768613563925,104.6918115579588""","""-2.899298221466181,104.6972687598111""",0.668,1.59,25.3,Moderate,4.75
Angkot Feeder Koridor 3,2025-09-29,Monday,10:04:45,10:05:44,5,6,Angkot Feeder Koridor 3 - Stop 5,Angkot Feeder Koridor 3 - Stop 6,"""-2.899298221466181,104.6972687598111""","""-2.902599591846821,104.6991293008667""",0.421,0.99,25.7,Moderate,5.74
Angkot Feeder Koridor 3,2025-09-29,Monday,10:05:44,10:07:34,6,7,Angkot Feeder Koridor 3 - Stop 6,Angkot Feeder Koridor 3 - Stop 7,"""-2.902599591846821,104.6991293008667""","""-2.908863674898944,104.7001833717805""",0.706,1.84,23.0,Moderate,7.58
Angkot Feeder Koridor 3,2025-09-29,Monday,10:07:34,10:10:00,7,8,Angkot Feeder Koridor 3 - Stop 7,Angkot Feeder Koridor 3 - Stop 8,"""-2.908863674898944,104.7001833717805""","""-2.916797563790868,104.7049750111361""",1.03,2.43,25.4,Moderate,10.01
Angkot Feeder Koridor 3,2025-09-29,Monday,10:10:00,10:11:21,8,9,Angkot Feeder Koridor 3 - Stop 8,Angkot Feeder Koridor 3 - Stop 9,"""-2.916797563790868,104.7049750111361""","""-2.920560479723129,104.7080362262525""",0.539,1.34,24.1,Moderate,11.35
Angkot Feeder Koridor 3,2025-09-29,Monday,10:11:21,10:12:12,9,10,Angkot Feeder Koridor 3 - Stop 9,Angkot Feeder Koridor 3 - Stop 10,"""-2.920560479723129,104.7080362262525""","""-2.922913487390877,104.7106678152606""",0.392,0.85,27.5,Light,12.2
Angkot Feeder Koridor 3,2025-09-29,Monday,10:12:12,10:12:34,10,11,Angkot Feeder Koridor 3 - Stop 10,Angkot Feeder Koridor 3 - Stop 11,"""-2.922913487390877,104.7106678152606""","""-2.921742560781174,104.7115970457786""",0.166,0.38,26.2,Moderate,12.58
Angkot Feeder Koridor 3,2025-09-29,Monday,10:12:34,10:13:38,11,12,Angkot Feeder Koridor 3 - Stop 11,Angkot Feeder Koridor 3 - Stop 12,"""-2.921742560781174,104.7115970457786""","""-2.91787610942034,104.7120653521518""",0.433,1.06,24.6,Moderate,13.64
Angkot Feeder Koridor 3,2025-09-29,Monday,10:13:38,10:14:07,12,13,Angkot Feeder Koridor 3 - Stop 12,Angkot Feeder Koridor 3 - Stop 13,"""-2.91787610942034,104.7120653521518""","""-2.916021956938102,104.7121472901953""",0.206,0.48,25.8,Moderate,14.12
Angkot Feeder Koridor 3,2025-09-29,Monday,10:14:07,10:14:49,13,14,Angkot Feeder Koridor 3 - Stop 13,Angkot Feeder Koridor 3 - Stop 14,"""-2.916021956938102,104.7121472901953""","""-2.918960456946993,104.7115207853648""",0.334,0.7,28.7,Light,14.82
Angkot Feeder Koridor 3,2025-09-29,Monday,10:14:49,10:15:15,14,15,Angkot Feeder Koridor 3 - Stop 14,Angkot Feeder Koridor 3 - Stop 15,"""-2.918960456946993,104.7115207853648""","""-2.920535457337257,104.711574770007""",0.175,0.44,23.7,Moderate,15.26
